vdw,elec,user,dyna,dcd,time,temp,tot,energy,volume,pressi,presse,path,title
4072.98373,-25088.5127,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.0,125.81957,-22675.95607,24925.82876,68921.0,-2749.2575,-4076.6254,/home/boittier/pcbach/sims4/kmdcm/water/k225/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k225_dynamics.log
3732.627,-23970.62122,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.1,61.20287,-22673.01041,23767.42404,68921.0,-3934.40224,-4099.07689,/home/boittier/pcbach/sims4/kmdcm/water/k225/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k225_dynamics.log
3732.627,-23970.62122,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.1,61.1658,-22673.6732,23767.42404,68921.0,-3934.84184,-4099.07689,/home/boittier/pcbach/sims4/kmdcm/water/k225/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k225_dynamics.log
3838.13939,-24191.28566,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.2,69.34196,-22674.46733,23914.42208,68921.0,-4829.24443,-3871.73769,/home/boittier/pcbach/sims4/kmdcm/water/k225/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k225_dynamics.log
3838.13939,-24191.28566,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.2,69.34196,-22674.46738,23914.42208,68921.0,-4829.24446,-3871.73769,/home/boittier/pcbach/sims4/kmdcm/water/k225/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k225_dynamics.log
3859.73293,-24205.3426,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.3,61.11258,-22672.8952,23765.69441,68921.0,-4033.66325,-3771.42215,/home/boittier/pcbach/sims4/kmdcm/water/k225/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k225_dynamics.log
3859.73293,-24205.3426,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.3,61.11258,-22672.8953,23765.69441,68921.0,-4033.66332,-3771.42215,/home/boittier/pcbach/sims4/kmdcm/water/k225/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k225_dynamics.log
3917.61164,-24340.28893,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.4,70.65295,-22673.84034,23937.23789,68921.0,-2473.38358,-3125.98909,/home/boittier/pcbach/sims4/kmdcm/water/k225/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k225_dynamics.log
3917.61164,-24340.28893,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.4,131.00003,-21594.7296,23937.23789,68921.0,-1757.65836,-3125.98909,/home/boittier/pcbach/sims4/kmdcm/water/k225/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k225_dynamics.log
3820.118,-23912.63542,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.5,98.73297,-21593.04934,23358.56651,68921.0,-4135.97118,-4195.69079,/home/boittier/pcbach/sims4/kmdcm/water/k225/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k225_dynamics.log
