0 100_4322_DCM_499_988 -25.394893465452153 -25.395131135524643
1 100_646_DCM_76_1117 -48.3845197492443 -48.67382557810423
2 100_1774_DCM_207_229 -23.829182268633836 -24.02439876319345
3 100_2990_DCM_349_1039 -27.026713857658446 -27.06639309448065
4 100_392_DCM_46_962 -18.158171313065957 -18.294847345085316
5 100_3431_DCM_400_472 -23.613681883644304 -23.79479489071712
6 100_3729_DCM_434_267 -48.16842354885852 -48.1630481729667
7 100_4229_DCM_493_872 -33.76409114498074 -33.46072142119847
8 100_2698_DCM_314_1207 -36.516187247659566 -36.672967617463286
9 100_1685_DCM_197_292 -13.657937816089554 -13.68434764348185
10 100_331_DCM_40_843 -23.374095651596587 -23.35582433928459
11 100_961_DCM_113_122 -43.48888749362953 -43.93778748228526
12 100_1315_DCM_153_444 -36.042580649415406 -36.14465560921967
13 100_1053_DCM_123_948 -36.19748178733886 -36.38487610724177
14 100_2120_DCM_248_555 -29.67270694557148 -29.65301171885119
15 100_2038_DCM_238_39 -35.24436786021279 -35.33779319570069
16 100_938_DCM_111_558 -19.192087123517197 -19.229731207052826
17 100_2018_DCM_236_465 -27.212962134079337 -27.436039996986946
18 100_1149_DCM_135_575 -22.44829154431312 -22.510066904642237
19 100_884_DCM_104_631 -33.91292568795825 -33.926978144565574
20 100_4227_DCM_493_1089 -32.914552906312736 -33.06733005133664
21 100_992_DCM_117_761 -36.08030650226471 -36.02550474540264
22 100_2753_DCM_320_460 -38.62939916429784 -38.5957189479142
23 100_1598_DCM_187_1186 -41.68771989384344 -41.710551510339506
24 100_2985_DCM_348_891 -17.463021727070537 -17.309452351813754
25 100_2330_DCM_272_1084 -35.907879944462266 -36.26909043371327
26 100_1594_DCM_187_1084 -32.00423147808778 -32.042950289408836
27 100_3236_DCM_377_983 -29.76121475222243 -30.13905924030195
28 100_3575_DCM_416_1033 -39.33288774569872 -39.59858183383544
29 100_14_DCM_1_1073 -20.43308176774034 -20.385629398131158
30 100_3770_DCM_439_744 -19.98368803705898 -20.13291362274151
31 100_979_DCM_115_117 -15.793818590883019 -15.7813200706173
