idx,r1,r2,a2,E,rmse,Erel
35,0.909,0.959,114.45,-47953.01019232321,1.3086220152418846,2.8671239572940976
36,0.909,0.959,116.45,-47952.4468201298,1.4965875555797474,3.430496150700492
37,0.909,0.959,118.45,-47951.79070299301,1.6868437417594186,4.0866132874944014
38,0.909,0.959,120.45,-47951.047488439806,1.8764104868806313,4.829827840694634
39,0.909,0.959,122.45,-47950.223012248105,2.063920745980461,5.654304032395885
40,0.909,1.009,84.45,-47946.233850176504,3.146264760294388,9.643466103996616
41,0.909,1.009,86.45,-47947.552484980704,2.9252523416506135,8.324831299796642
42,0.909,1.009,88.45,-47948.7105417672,2.7021857504602584,7.166774513301789
43,0.909,1.009,90.45,-47949.712350306705,2.481472845968732,6.1649659737959155
44,0.909,1.009,92.45,-47950.5621148693,2.2636972232755745,5.315201411198359
45,0.909,1.009,94.45,-47951.264227976004,2.0497259722273724,4.613088304497069
46,0.909,1.009,96.45,-47951.8231448981,1.8443447254512466,4.054171382398636
47,0.909,1.009,98.45,-47952.2431954063,1.6502736839208092,3.6341208742014715
48,0.909,1.009,100.45,-47952.5290230228,1.4726657447534197,3.3482932577026077
49,0.909,1.009,102.45,-47952.6852085195,1.3196602886909243,3.192107761002262
50,0.909,1.009,104.45,-47952.716269918004,1.197683297281219,3.1610463624965632
51,0.909,1.009,106.45,-47952.626850740504,1.1147421982552543,3.2504655399970943
52,0.909,1.009,108.45,-47952.421531758904,1.0824514328468873,3.4557845215967973
53,0.909,1.009,110.45,-47952.104893745105,1.101485152105197,3.77242253539589
54,0.909,1.009,112.45,-47951.6817057219,1.165036362256526,4.195610558599583
55,0.909,1.009,114.45,-47951.1566112115,1.2682214661673115,4.720705068997631
56,0.909,1.009,116.45,-47950.5345674876,1.3968296211475502,5.342748792900238
57,0.909,1.009,118.45,-47949.8207828251,1.5451640009914307,6.0565334553975845
58,0.909,1.009,120.45,-47949.020590999506,1.7045309761342482,6.856725280995306
59,0.909,1.009,122.45,-47948.1395767875,1.871777589342218,7.737739493000845
60,0.959,0.909,84.45,-47946.8917243217,2.415135105891976,8.985591958800796
61,0.959,0.909,86.45,-47948.319042645504,2.1938370655473647,7.558273634997022
62,0.959,0.909,88.45,-47949.5803864258,1.9723824987903942,6.296929854703194
63,0.959,0.909,90.45,-47950.680336434496,1.7511657582171942,5.196979846004979
64,0.959,0.909,92.45,-47951.6234106932,1.5335611261995272,4.2539055872985045
65,0.959,0.909,94.45,-47952.41431547441,1.3227796026432888,3.463000806092168
66,0.959,0.909,96.45,-47953.0577570506,1.1213378769412323,2.8195592299016425
67,0.959,0.909,98.45,-47953.558504444605,0.9374496245658622,2.318811835895758
68,0.959,0.909,100.45,-47953.92132667921,0.7861800346618355,1.9559896012942772
69,0.959,0.909,102.45,-47954.151118277805,0.6845475293568987,1.7261980026960373
70,0.959,0.909,104.45,-47954.252711013505,0.6603388804915085,1.6246052669957862
71,0.959,0.909,106.45,-47954.231062160005,0.7153582400245606,1.646254120496451
72,0.959,0.909,108.45,-47954.090940740105,0.8329442781413927,1.7863755403959658
73,0.959,0.909,110.45,-47953.8374295281,0.9875542839286434,2.0398867523981608
74,0.959,0.909,112.45,-47953.4754857977,1.1626391063496606,2.4018304827986867
75,0.959,0.909,114.45,-47953.01019232321,1.3473035588596152,2.8671239572940976
76,0.959,0.909,116.45,-47952.4468201298,1.5371797507058629,3.430496150700492
77,0.959,0.909,118.45,-47951.79070299301,1.7283996559566837,4.0866132874944014
78,0.959,0.909,120.45,-47951.047488439806,1.917882982345923,4.829827840694634
79,0.959,0.909,122.45,-47950.223012248105,2.1056601251299276,5.654304032395885
80,0.959,0.959,84.45,-47949.3232984467,2.9216426536312077,6.554017833797843
81,0.959,0.959,86.45,-47950.651157545,2.6849490315574163,5.226158735502395
82,0.959,0.959,88.45,-47951.81799937351,2.4458307300608375,4.059316906990716
83,0.959,0.959,90.45,-47952.82796545201,2.2038770630799016,3.0493508284926065
84,0.959,0.959,92.45,-47953.6854483015,1.961580550738197,2.191867979003291
85,0.959,0.959,94.45,-47954.39477769271,1.7184429322409942,1.482538587792078
86,0.959,0.959,96.45,-47954.9604088969,1.47710666688167,0.9169073836019379
87,0.959,0.959,98.45,-47955.386922686004,1.2386769257705186,0.49039359449670883
88,0.959,0.959,100.45,-47955.6788998319,1.0059967528221156,0.19841644859843655
89,0.959,0.959,102.45,-47955.840858356205,0.7840135096317562,0.0364579242959735
90,0.959,0.959,104.45,-47955.8773162805,0.5838875500649073,0.0
91,0.959,0.959,106.45,-47955.792854376705,0.4346072278383052,0.08446190379618201
92,0.959,0.959,108.45,-47955.592116167005,0.3934614939464871,0.28520011349610286
93,0.959,0.959,110.45,-47955.2796824233,0.48391205931984815,0.5976338571999804
94,0.959,0.959,112.45,-47954.860447669,0.6494374431305653,1.0168686114993761
95,0.959,0.959,114.45,-47954.33918092691,0.8434487700759685,1.5381353535922244
96,0.959,0.959,116.45,-47953.720964971304,1.0482172538356405,2.156351309196907
97,0.959,0.959,118.45,-47953.0108198262,1.255978737892149,2.8664964542986127
98,0.959,0.959,120.45,-47952.21426751801,1.4635638183234012,3.6630487624934176
99,0.959,0.959,122.45,-47951.3368300731,1.668749030202326,4.540486207399226
100,0.959,1.009,84.45,-47948.613027801,3.53214732763185,7.264288479498646
101,0.959,1.009,86.45,-47949.8418669259,3.2884580224449347,6.03544935460377
102,0.959,1.009,88.45,-47950.91483430561,3.0430640258318014,4.962481974893308
103,0.959,1.009,90.45,-47951.83588320901,2.795957579682007,4.041433071492065
104,0.959,1.009,92.45,-47952.6089041547,2.5488314741202394,3.268412125798932
105,0.959,1.009,94.45,-47953.23803866251,2.3016647336927987,2.639277617992775
106,0.959,1.009,96.45,-47953.7274910025,2.055549532618872,2.1498252780002076
107,0.959,1.009,98.45,-47954.081465444804,1.8131167798016943,1.7958508356969105
108,0.959,1.009,100.45,-47954.3042917601,1.5753740523217774,1.5730245204031235
109,0.959,1.009,102.45,-47954.4001114682,1.3443387110510938,1.477204812297714
110,0.959,1.009,104.45,-47954.373191589504,1.125765345716891,1.5041246909968322
111,0.959,1.009,106.45,-47954.2278618947,0.927611793233573,1.6494543857988901
112,0.959,1.009,108.45,-47953.9683894042,0.7618327865725303,1.9089268762982101
113,0.959,1.009,110.45,-47953.599166639004,0.6525683268904675,2.2781496414972935
114,0.959,1.009,112.45,-47953.124460619496,0.6258130601712538,2.7528556610050146
115,0.959,1.009,114.45,-47952.5489776182,0.6878742946342535,3.3283386623006663
116,0.959,1.009,116.45,-47951.877361157305,0.8153151828009079,3.999955123195832
117,0.959,1.009,118.45,-47951.1145685105,0.9803454131183748,4.762747770000715
118,0.959,1.009,120.45,-47950.2657452024,1.1654692126165382,5.611571078101406
119,0.959,1.009,122.45,-47949.336350509104,1.3592462005199888,6.540965771397168
120,1.009,0.909,84.45,-47946.233850176504,3.0686428424574244,9.643466103996616
121,1.009,0.909,86.45,-47947.552484980704,2.849345041314471,8.324831299796642
122,1.009,0.909,88.45,-47948.7105417672,2.629300949646173,7.166774513301789
123,1.009,0.909,90.45,-47949.712350306705,2.413020055493974,6.1649659737959155
124,1.009,0.909,92.45,-47950.5621148693,2.199181416181844,5.315201411198359
125,1.009,0.909,94.45,-47951.264227976004,1.9909557137671756,4.613088304497069
126,1.009,0.909,96.45,-47951.8231448981,1.7934341479545106,4.054171382398636
127,1.009,0.909,98.45,-47952.2431954063,1.6070320300541008,3.6341208742014715
128,1.009,0.909,100.45,-47952.5290230228,1.4398007062520695,3.3482932577026077
129,1.009,0.909,102.45,-47952.6852085195,1.2994297236247585,3.192107761002262
130,1.009,0.909,104.45,-47952.716269918004,1.1936935906935753,3.1610463624965632
131,1.009,0.909,106.45,-47952.626850740504,1.1334684116386173,3.2504655399970943
132,1.009,0.909,108.45,-47952.421531758904,1.1215625683346035,3.4557845215967973
133,1.009,0.909,110.45,-47952.104893745105,1.1568635818658328,3.77242253539589
134,1.009,0.909,112.45,-47951.6817057219,1.2348490037591529,4.195610558599583
135,1.009,0.909,114.45,-47951.1566112115,1.3472994120332882,4.720705068997631
136,1.009,0.909,116.45,-47950.5345674876,1.4817421203772903,5.342748792900238
137,1.009,0.909,118.45,-47949.8207828251,1.634154306960373,6.0565334553975845
138,1.009,0.909,120.45,-47949.020590999506,1.7959766569632702,6.856725280995306
139,1.009,0.909,122.45,-47948.1395767875,1.964751411227897,7.737739493000845
140,1.009,0.959,84.45,-47948.613027801,3.4972241762961915,7.264288479498646
141,1.009,0.959,86.45,-47949.8418669259,3.2564159991332686,6.03544935460377
142,1.009,0.959,88.45,-47950.91483430561,3.012297291884155,4.962481974893308
143,1.009,0.959,90.45,-47951.83588320901,2.7673475333223174,4.041433071492065
144,1.009,0.959,92.45,-47952.6089041547,2.5216280466284835,3.268412125798932
145,1.009,0.959,94.45,-47953.23803866251,2.2762044921092652,2.639277617992775
146,1.009,0.959,96.45,-47953.7274910025,2.0329424841285757,2.1498252780002076
147,1.009,0.959,98.45,-47954.081465444804,1.793296518981135,1.7958508356969105
148,1.009,0.959,100.45,-47954.3042917601,1.5586740783001096,1.5730245204031235
149,1.009,0.959,102.45,-47954.4001114682,1.335274317351619,1.477204812297714
150,1.009,0.959,104.45,-47954.373191589504,1.125070409446736,1.5041246909968322
151,1.009,0.959,106.45,-47954.2278618947,0.9381200875067383,1.6494543857988901
152,1.009,0.959,108.45,-47953.9683894042,0.7887392820429006,1.9089268762982101
153,1.009,0.959,110.45,-47953.599166639004,0.6996416302391175,2.2781496414972935
154,1.009,0.959,112.45,-47953.124460619496,0.6902608160697472,2.7528556610050146
155,1.009,0.959,114.45,-47952.5489776182,0.7604338961163438,3.3283386623006663
156,1.009,0.959,116.45,-47951.877361157305,0.8897014766251173,3.999955123195832
157,1.009,0.959,118.45,-47951.1145685105,1.051849997831991,4.762747770000715
158,1.009,0.959,120.45,-47950.2657452024,1.231653661892909,5.611571078101406
159,1.009,0.959,122.45,-47949.336350509104,1.4228002533250663,6.540965771397168
160,1.009,1.009,84.45,-47947.853937421896,4.033737637254285,8.023378858604701
161,1.009,1.009,86.45,-47948.9932318687,3.780731824854589,6.884084411802178
162,1.009,1.009,88.45,-47949.98161184401,3.5241413595255247,5.89570443649427
163,1.009,1.009,90.45,-47950.82259136461,3.267117181063381,5.054724915891711
164,1.009,1.009,92.45,-47951.519872698205,3.0075224051282303,4.357443582295673
165,1.009,1.009,94.45,-47952.0772208628,2.7476308211201976,3.800095417704142
166,1.009,1.009,96.45,-47952.498651877606,2.4869868820173373,3.378664402895083
167,1.009,1.009,98.45,-47952.788056261204,2.2273099589437506,3.089260019296489
168,1.009,1.009,100.45,-47952.94932453221,1.9695131148094873,2.9279917482926976
169,1.009,1.009,102.45,-47952.9864727098,1.7144863571607558,2.8908435706980526
170,1.009,1.009,104.45,-47952.903391312604,1.4640831361563598,2.9739249678968918
171,1.009,1.009,106.45,-47952.703970859206,1.2204220138557265,3.17334542129538
172,1.009,1.009,108.45,-47952.392164618504,0.9871130313938479,3.485151661996497
173,1.009,1.009,110.45,-47951.97198860971,0.7721186464409043,3.905327670792758
174,1.009,1.009,112.45,-47951.44758435261,0.5912524737031908,4.429731927892135
175,1.009,1.009,114.45,-47950.8232816179,0.47934753373917893,5.054034662600316
176,1.009,1.009,116.45,-47950.1035356769,0.48222877563075667,5.773780603602063
177,1.009,1.009,118.45,-47949.2929900518,0.5956109644547666,6.584326228701684
178,1.009,1.009,120.45,-47948.39666476661,0.7683242860729198,7.480651513891644
179,1.009,1.009,122.45,-47947.41970534591,0.9652172338329497,8.457610934594413
