idx,r1,r2,a2,E,rmse,Erel
0,0.909,0.909,84.45,-47903.625015969905,54.30761441219312,12.439117469599296
1,0.909,0.909,86.45,-47905.200487752,54.32361705293925,10.863645687502867
2,0.909,0.909,88.45,-47906.604713965404,54.31858900242834,9.459419474100287
3,0.909,0.909,90.45,-47907.84258913351,54.317362530658514,8.221544305997668
4,0.909,0.909,92.45,-47908.9188822791,54.325738914063514,7.145251160407497
5,0.909,0.909,94.45,-47909.83829967471,54.33262493780183,6.2258337647945154
6,0.909,0.909,96.45,-47910.605610343104,54.33525472641938,5.458523096400313
7,0.909,0.909,98.45,-47911.225646057406,54.34704783748121,4.83848738209781
8,0.909,0.909,100.45,-47911.703175840405,54.35522544802553,4.360957599099493
9,0.909,0.909,102.45,-47912.043219716106,54.35823350833676,4.020913723397825
10,0.909,0.909,104.45,-47912.25073495821,54.352764700605384,3.813398481295735
11,0.909,0.909,106.45,-47912.3309298416,54.35322391043275,3.7332035979052307
12,0.909,0.909,108.45,-47912.288949890906,54.38191381009669,3.7751835485978518
13,0.909,0.909,110.45,-47912.1301288816,54.39616109922892,3.934004557901062
14,0.909,0.909,112.45,-47911.8598633395,54.41661421517084,4.204270100002759
15,0.909,0.909,114.45,-47911.483675291005,54.43947571690165,4.580458148499019
16,0.909,0.909,116.45,-47911.0072122631,54.455750486301945,5.056921176401374
17,0.909,0.909,118.45,-47910.43631003371,54.46761797000077,5.627823405797244
18,0.909,0.909,120.45,-47909.776741630405,54.47705930780898,6.287391809099063
19,0.909,0.909,122.45,-47909.034656582604,54.49714136832774,7.029476856900146
20,0.909,0.959,84.45,-47906.4119450438,54.20686575041746,9.652188395702979
21,0.909,0.959,86.45,-47907.8769135476,54.20473194743022,8.187219891900895
22,0.909,0.959,88.45,-47909.1760330085,54.20280879089773,6.8881004310023854
23,0.909,0.959,90.45,-47910.3138214481,54.217535223031405,5.750311991403578
24,0.909,0.959,92.45,-47911.29473413771,54.23251125267926,4.769399301796511
25,0.909,0.959,94.45,-47912.123100848,54.24973865644223,3.9410325915014255
26,0.909,0.959,96.45,-47912.80362785151,54.252670851885256,3.2605055879976135
27,0.909,0.959,98.45,-47913.3407076692,54.24830001694888,2.7234257703021285
28,0.909,0.959,100.45,-47913.7391720742,54.24802756129679,2.3249613653024426
29,0.909,0.959,102.45,-47914.0036645887,54.253891211539326,2.060468850802863
30,0.909,0.959,104.45,-47914.1390797361,54.28237854714732,1.9250537034022273
31,0.909,0.959,106.45,-47914.150312039805,54.28984124575959,1.9138213996993727
32,0.909,0.959,108.45,-47914.0423187735,54.300995629765,2.021814666004502
33,0.909,0.959,110.45,-47913.8201827115,54.318236201759284,2.2439507280068938
34,0.909,0.959,112.45,-47913.489174879,54.33085412132809,2.574958560500818
35,0.909,0.959,114.45,-47913.05437805031,54.347583835133676,3.0097553891973803
36,0.909,0.959,116.45,-47912.5213770021,54.354146310740006,3.542756437404023
37,0.909,0.959,118.45,-47911.8955682602,54.3716087570147,4.168565179301368
38,0.909,0.959,120.45,-47911.182662101906,54.39473265155202,4.881471337597759
39,0.909,0.959,122.45,-47910.38849430511,54.41501770523692,5.675639134395169
40,0.909,1.009,84.45,-47906.020885174206,54.098517289191655,10.043248265297734
41,0.909,1.009,86.45,-47907.37541315001,54.09726832168275,8.688720289494086
42,0.909,1.009,88.45,-47908.569739609906,54.10367163592116,7.494393829598266
43,0.909,1.009,90.45,-47909.608068824,54.110966518986764,6.456064615500509
44,0.909,1.009,92.45,-47910.4944168115,54.104358347754136,5.569716628000606
45,0.909,1.009,94.45,-47911.23311334311,54.11230293443303,4.831020096396969
46,0.909,1.009,96.45,-47911.82836268891,54.12008255508489,4.235770750594384
47,0.909,1.009,98.45,-47912.28455736991,54.121915642969235,3.7795760695953504
48,0.909,1.009,100.45,-47912.606152657405,54.14218895398874,3.4579807820991846
49,0.909,1.009,102.45,-47912.7976038227,54.161312216817144,3.266529616805201
50,0.909,1.009,104.45,-47912.863554388,54.17802099774946,3.200579051503155
51,0.909,1.009,106.45,-47912.80858512521,54.20123084912645,3.2555483142932644
52,0.909,1.009,108.45,-47912.6374650571,54.220644455140466,3.4266683824025677
53,0.909,1.009,110.45,-47912.3549632065,54.22679744752361,3.709170233007171
54,0.909,1.009,112.45,-47911.9659113465,54.23976547012345,4.098222093001823
55,0.909,1.009,114.45,-47911.4753295011,54.256311988137675,4.588803938400815
56,0.909,1.009,116.45,-47910.8883004446,54.26973434809651,5.175832994900702
57,0.909,1.009,118.45,-47910.2100324519,54.28539020114446,5.854100987606216
58,0.909,1.009,120.45,-47909.4459220488,54.30897744703911,6.618211390705255
59,0.909,1.009,122.45,-47908.601554012006,54.31830899663063,7.462579427497985
60,0.959,0.909,84.45,-47906.4119450438,54.20729988529756,9.652188395702979
61,0.959,0.909,86.45,-47907.8769135476,54.19379948484651,8.187219891900895
62,0.959,0.909,88.45,-47909.1760330085,54.19701326137745,6.8881004310023854
63,0.959,0.909,90.45,-47910.3138214481,54.205238573129996,5.750311991403578
64,0.959,0.909,92.45,-47911.29473413771,54.21476419895902,4.769399301796511
