idx,r1,r2,a2,E,rmse,Erel
0,0.909,0.909,84.45,-47903.625015969905,2.9083348248145335,12.439117469599296
1,0.909,0.909,86.45,-47905.200487752,2.7131806689942692,10.863645687502867
2,0.909,0.909,88.45,-47906.604713965404,2.5168019755506017,9.459419474100287
3,0.909,0.909,90.45,-47907.84258913351,2.319660818097896,8.221544305997668
4,0.909,0.909,92.45,-47908.9188822791,2.1221079401526493,7.145251160407497
5,0.909,0.909,94.45,-47909.83829967471,1.9250782029620228,6.2258337647945154
6,0.909,0.909,96.45,-47910.605610343104,1.7292444242288918,5.458523096400313
7,0.909,0.909,98.45,-47911.225646057406,1.5359497770660206,4.83848738209781
8,0.909,0.909,100.45,-47911.703175840405,1.3465525952420978,4.360957599099493
9,0.909,0.909,102.45,-47912.043219716106,1.1641960138193617,4.020913723397825
10,0.909,0.909,104.45,-47912.25073495821,0.9930356227128113,3.813398481295735
11,0.909,0.909,106.45,-47912.3309298416,0.8404325536978131,3.7332035979052307
12,0.909,0.909,108.45,-47912.288949890906,0.7193637672562929,3.7751835485978518
13,0.909,0.909,110.45,-47912.1301288816,0.6471540550251211,3.934004557901062
14,0.909,0.909,112.45,-47911.8598633395,0.6409695769459796,4.204270100002759
15,0.909,0.909,114.45,-47911.483675291005,0.7032329911624517,4.580458148499019
16,0.909,0.909,116.45,-47911.0072122631,0.8151695616230736,5.056921176401374
17,0.909,0.909,118.45,-47910.43631003371,0.9606978233741225,5.627823405797244
18,0.909,0.909,120.45,-47909.776741630405,1.1234469467489483,6.287391809099063
19,0.909,0.909,122.45,-47909.034656582604,1.2976267146807523,7.029476856900146
20,0.909,0.959,84.45,-47906.4119450438,3.5072554975635413,9.652188395702979
21,0.909,0.959,86.45,-47907.8769135476,3.306282043946618,8.187219891900895
22,0.909,0.959,88.45,-47909.1760330085,3.1038426206753575,6.8881004310023854
23,0.909,0.959,90.45,-47910.3138214481,2.900933209029085,5.750311991403578
24,0.909,0.959,92.45,-47911.29473413771,2.6974710200082823,4.769399301796511
25,0.909,0.959,94.45,-47912.123100848,2.493957143213355,3.9410325915014255
26,0.909,0.959,96.45,-47912.80362785151,2.2908720026529314,3.2605055879976135
27,0.909,0.959,98.45,-47913.3407076692,2.0896552039771725,2.7234257703021285
28,0.909,0.959,100.45,-47913.7391720742,1.8911469519114685,2.3249613653024426
29,0.909,0.959,102.45,-47914.0036645887,1.696396869280268,2.060468850802863
30,0.909,0.959,104.45,-47914.1390797361,1.5084480282566946,1.9250537034022273
31,0.909,0.959,106.45,-47914.150312039805,1.3292950153804177,1.9138213996993727
32,0.909,0.959,108.45,-47914.0423187735,1.164359903086191,2.021814666004502
33,0.909,0.959,110.45,-47913.8201827115,1.0232617695657857,2.2439507280068938
34,0.909,0.959,112.45,-47913.489174879,0.9149502721267234,2.574958560500818
35,0.909,0.959,114.45,-47913.05437805031,0.8509421530088206,3.0097553891973803
36,0.909,0.959,116.45,-47912.5213770021,0.8404892134249579,3.542756437404023
37,0.909,0.959,118.45,-47911.8955682602,0.8903577122528379,4.168565179301368
38,0.909,0.959,120.45,-47911.182662101906,0.9824548702197484,4.881471337597759
39,0.909,0.959,122.45,-47910.38849430511,1.1129445943860317,5.675639134395169
40,0.909,1.009,84.45,-47906.020885174206,4.145236603604283,10.043248265297734
41,0.909,1.009,86.45,-47907.37541315001,3.9406081437641487,8.688720289494086
42,0.909,1.009,88.45,-47908.569739609906,3.734896684865423,7.494393829598266
43,0.909,1.009,90.45,-47909.608068824,3.528167957704648,6.456064615500509
44,0.909,1.009,92.45,-47910.4944168115,3.3207691645980497,5.569716628000606
45,0.909,1.009,94.45,-47911.23311334311,3.113834451694559,4.831020096396969
46,0.909,1.009,96.45,-47911.82836268891,2.908098389801695,4.235770750594384
47,0.909,1.009,98.45,-47912.28455736991,2.7033221277072843,3.7795760695953504
48,0.909,1.009,100.45,-47912.606152657405,2.500976461428651,3.4579807820991846
49,0.909,1.009,102.45,-47912.7976038227,2.3013363724670883,3.266529616805201
50,0.909,1.009,104.45,-47912.863554388,2.106368350133167,3.200579051503155
51,0.909,1.009,106.45,-47912.80858512521,1.9188445405180699,3.2555483142932644
52,0.909,1.009,108.45,-47912.6374650571,1.7411944474251846,3.4266683824025677
53,0.909,1.009,110.45,-47912.3549632065,1.5759532928036946,3.709170233007171
54,0.909,1.009,112.45,-47911.9659113465,1.428340198026358,4.098222093001823
55,0.909,1.009,114.45,-47911.4753295011,1.3075644290710169,4.588803938400815
56,0.909,1.009,116.45,-47910.8883004446,1.2154674901601854,5.175832994900702
57,0.909,1.009,118.45,-47910.2100324519,1.1660965036326256,5.854100987606216
58,0.909,1.009,120.45,-47909.4459220488,1.1604241924409269,6.618211390705255
59,0.909,1.009,122.45,-47908.601554012006,1.198731636723606,7.462579427497985
60,0.959,0.909,84.45,-47906.4119450438,3.4756213130374647,9.652188395702979
61,0.959,0.909,86.45,-47907.8769135476,3.2756276586314574,8.187219891900895
62,0.959,0.909,88.45,-47909.1760330085,3.0748598909123066,6.8881004310023854
