idx,r1,r2,a2,E,rmse,Erel
118,0.959,1.009,120.45,-47710.0229586368,0.9840992040475365,6.132649569306523
119,0.959,1.009,122.45,-47709.0903636782,1.10531631493912,7.065244527904724
120,1.009,0.909,84.45,-47704.971182985,3.2011864143776667,11.18442522110854
121,1.009,0.909,86.45,-47706.483653465904,3.0138285896154,9.671954740202636
122,1.009,0.909,88.45,-47707.8276393913,2.8259348731297846,8.327968814810447
123,1.009,0.909,90.45,-47709.00634102651,2.6389410742600985,7.149267179600429
124,1.009,0.909,92.45,-47710.0231468877,2.45243358133347,6.132461318404239
125,1.009,0.909,94.45,-47710.88150824141,2.267487522034139,5.274099964699417
126,1.009,0.909,96.45,-47711.58519010561,2.0867485000557577,4.5704181004985
127,1.009,0.909,98.45,-47712.1380202486,1.9094874551565015,4.017587957503565
128,1.009,0.909,100.45,-47712.54407743991,1.7391627939958854,3.6115307661966654
129,1.009,0.909,102.45,-47712.8075659496,1.5789128702149324,3.3480422565044137
130,1.009,0.909,104.45,-47712.932941049,1.4322758903499113,3.222667157104297
131,1.009,0.909,106.45,-47712.92459525911,1.304459665916802,3.231012946998817
132,1.009,0.909,108.45,-47712.78729760271,1.2014725360147327,3.3683106034004595
133,1.009,0.909,110.45,-47712.525754352304,1.132082640132798,3.62985385380307
134,1.009,0.909,112.45,-47712.14498553191,1.1013025308459619,4.010622674199112
135,1.009,0.909,114.45,-47711.65007391581,1.1145516734952188,4.505534290299693
136,1.009,0.909,116.45,-47711.04629052921,1.1667048478572408,5.109317676899082
137,1.009,0.909,118.45,-47710.3390946482,1.2573274319067862,5.816513557903818
138,1.009,0.909,120.45,-47709.53413379981,1.3750575470145519,6.621474406296329
139,1.009,0.909,122.45,-47708.6373692625,1.5135884584846961,7.518238943608594
140,1.009,0.959,84.45,-47706.5017883026,3.6240298610416724,9.653819903505791
141,1.009,0.959,86.45,-47707.923961101806,3.4232293962301763,8.231647104301373
142,1.009,0.959,88.45,-47709.182857620406,3.22141625190427,6.972750585700851
143,1.009,0.959,90.45,-47710.281364372204,3.0181806044949187,5.874243833903165
144,1.009,0.959,92.45,-47711.222493371606,2.8153610673949325,4.933114834500884
145,1.009,0.959,94.45,-47712.009507634204,2.611951098424212,4.1461005719029345
146,1.009,0.959,96.45,-47712.64592117681,2.408450176310135,3.5096870292982203
147,1.009,0.959,98.45,-47713.1353735168,2.207628386353801,3.020234689305653
148,1.009,0.959,100.45,-47713.481755172805,2.007761371522047,2.6738530333022936
149,1.009,0.959,102.45,-47713.6890194137,1.8123310648080133,2.4665887924056733
150,1.009,0.959,104.45,-47713.7613077593,1.623456156676501,2.3943004468092113
151,1.009,0.959,106.45,-47713.7029499803,1.4439659071653517,2.4526582258040435
152,1.009,0.959,108.45,-47713.5182758474,1.2790805891723471,2.6373323587104096
153,1.009,0.959,110.45,-47713.2118661325,1.1341958375077796,2.9437420736066997
154,1.009,0.959,112.45,-47712.7883643578,1.0203093344827583,3.367243848304497
155,1.009,0.959,114.45,-47712.2526022964,0.9484317465228446,3.9030059097058256
156,1.009,0.959,116.45,-47711.60966272261,0.9301091852435186,4.545945483499963
157,1.009,0.959,118.45,-47710.8646284107,0.9632938756147255,5.290979795405292
158,1.009,0.959,120.45,-47710.0229586368,1.044590367733489,6.132649569306523
159,1.009,0.959,122.45,-47709.0903636782,1.1660746437437972,7.065244527904724
160,1.009,1.009,84.45,-47704.8302458112,4.12008054732819,11.325362394905824
161,1.009,1.009,86.45,-47706.160865922706,3.911118558606136,9.994742283401138
162,1.009,1.009,88.45,-47707.33373178,3.700235271787235,8.8218764261037
163,1.009,1.009,90.45,-47708.3514161454,3.489630064711488,7.804192060706555
164,1.009,1.009,92.45,-47709.21668003211,3.276599234641384,6.938928174000466
165,1.009,1.009,94.45,-47709.93253545451,3.063217004585938,6.22307275159983
166,1.009,1.009,96.45,-47710.50224542821,2.849051349405373,5.653362777899019
167,1.009,1.009,98.45,-47710.9291984694,2.6352690131521825,5.226409736707865
168,1.009,1.009,100.45,-47711.216908594906,2.4224394171289285,4.938699611200718
169,1.009,1.009,102.45,-47711.3692663233,2.211166082765461,4.786341882805573
170,1.009,1.009,104.45,-47711.389973922305,2.0035548088016473,4.765634283801774
171,1.009,1.009,106.45,-47711.28311016141,1.8000888982350374,4.872498044700478
172,1.009,1.009,108.45,-47711.0526910598,1.6039238488577312,5.102917146308755
173,1.009,1.009,110.45,-47710.703046388204,1.4208287059334013,5.452561817903188
174,1.009,1.009,112.45,-47710.2385059173,1.2545720728501932,5.917102288804017
175,1.009,1.009,114.45,-47709.6635876687,1.1120644039018448,6.49202053740737
176,1.009,1.009,116.45,-47708.9830606652,1.0056402055979876,7.172547540903906
177,1.009,1.009,118.45,-47708.201756679904,0.9493338965954294,7.953851526202925
178,1.009,1.009,120.45,-47707.3248212374,0.950690242865872,8.83078696870507
179,1.009,1.009,122.45,-47706.35765086351,1.0034175579737854,9.797957342598238
