idx,r1,r2,a2,E,rmse,Erel
123,1.009,0.909,90.45,-47940.255064342804,2.392283974098958,6.481792238497292
124,1.009,0.909,92.45,-47941.18910255831,2.2056104020118394,5.547754022991285
125,1.009,0.909,94.45,-47941.962123504,2.0235609482540795,4.774733077298151
126,1.009,0.909,96.45,-47942.5783942003,1.849678811780802,4.158462380997662
127,1.009,0.909,98.45,-47943.04230716821,1.6832355922036857,3.694549413092318
128,1.009,0.909,100.45,-47943.35806667781,1.5304109485184598,3.37878990349418
129,1.009,0.909,102.45,-47943.53031625131,1.3956810037070455,3.206540329993004
130,1.009,0.909,104.45,-47943.5635739103,1.2845231147691523,3.1732826709994697
131,1.009,0.909,106.45,-47943.4625459273,1.2061981513334132,3.2743106540001463
132,1.009,0.909,108.45,-47943.2322523263,1.1641744102585831,3.50460425500205
133,1.009,0.909,110.45,-47942.877587630705,1.161563186173837,3.859268950596743
134,1.009,0.909,112.45,-47942.403885616004,1.200094510520579,4.332970965297136
135,1.009,0.909,114.45,-47941.8166055583,1.2769930386197406,4.920251023002493
136,1.009,0.909,116.45,-47941.121269484,1.3825805262880324,5.6155870973016135
137,1.009,0.909,118.45,-47940.32377592131,1.513054572369818,6.413080659993284
138,1.009,0.909,120.45,-47939.430211649305,1.6598313314430932,7.306644931995834
139,1.009,0.909,122.45,-47938.446977198604,1.819406227692404,8.289879382697109
140,1.009,0.959,84.45,-47939.4873144223,3.398500166527637,7.2495421589992475
141,1.009,0.959,86.45,-47940.8446034113,3.181832752529711,5.892253170000913
142,1.009,0.959,88.45,-47942.0325920909,2.9630432470787342,4.70426449039951
143,1.009,0.959,90.45,-47943.054982728805,2.74530486743903,3.68187385249621
144,1.009,0.959,92.45,-47943.915665843604,2.526251179372104,2.8211907376971794
145,1.009,0.959,94.45,-47944.618469203604,2.307377221124964,2.1183873776972177
146,1.009,0.959,96.45,-47945.1672205771,2.0903243686949216,1.5696360041984008
147,1.009,0.959,98.45,-47945.56606148391,1.8742457827845755,1.1707950973941479
148,1.009,0.959,100.45,-47945.8189451929,1.6606663267158335,0.9179113884019898
149,1.009,0.959,102.45,-47945.9302014748,1.454174565805786,0.8066551064985106
150,1.009,0.959,104.45,-47945.90409735,1.253815215374244,0.8327592312998604
151,1.009,0.959,106.45,-47945.745150840106,1.0663239921225764,0.9917057411948917
152,1.009,0.959,108.45,-47945.45806821761,0.8996653455489917,1.2787883636920014
153,1.009,0.959,110.45,-47945.04755575501,0.7691643557112797,1.6893008262923104
154,1.009,0.959,112.45,-47944.51869622661,0.6945816174892636,2.2181603546923725
155,1.009,0.959,114.45,-47943.8767606576,0.6942714315816901,2.86009592370101
156,1.009,0.959,116.45,-47943.12702007321,0.7683433733769831,3.609836508090666
157,1.009,0.959,118.45,-47942.275247501006,0.8965768960051355,4.461609080295602
158,1.009,0.959,120.45,-47941.3273414692,1.0579028276549025,5.409515112100053
159,1.009,0.959,122.45,-47940.289451507204,1.2410193525174393,6.4474050740973325
160,1.009,1.009,84.45,-47939.4155908294,3.9738380676812866,7.321265751903411
161,1.009,1.009,86.45,-47940.6859079026,3.7444153686354764,6.05094867869775
162,1.009,1.009,88.45,-47941.7913799377,3.512962771230142,4.945476643602888
163,1.009,1.009,90.45,-47942.735332700606,3.280536334925968,4.0015238806954585
164,1.009,1.009,92.45,-47943.521217457805,3.0472594745023347,3.2156391234966577
165,1.009,1.009,94.45,-47944.152548226106,2.8134186155261194,2.5843083551953896
166,1.009,1.009,96.45,-47944.632964522905,2.5779122701999806,2.1038920583960135
167,1.009,1.009,98.45,-47944.9660431153,2.3417714489039922,1.770813465998799
168,1.009,1.009,100.45,-47945.1556745219,2.105229446804692,1.5811820594026358
169,1.009,1.009,102.45,-47945.20587476191,1.8684765543332202,1.530981819392764
170,1.009,1.009,104.45,-47945.1205971042,1.6322729121325321,1.6162594771012664
171,1.009,1.009,106.45,-47944.904171319504,1.3976035294437628,1.832685261797451
172,1.009,1.009,108.45,-47944.5609899288,1.1657592335782114,2.175866652498371
173,1.009,1.009,110.45,-47944.09557095371,0.940090701286877,2.641285627592879
174,1.009,1.009,112.45,-47943.51280891761,0.726576912725052,3.224047663694364
175,1.009,1.009,114.45,-47942.817535593604,0.5403678441401218,3.9193209876975743
176,1.009,1.009,116.45,-47942.0150220069,0.4195146265138592,4.721834574404056
177,1.009,1.009,118.45,-47941.1106646833,0.4244226013631373,5.626191898001707
178,1.009,1.009,120.45,-47940.11017390011,0.5507977550408536,6.626682681191596
179,1.009,1.009,122.45,-47939.01944818551,0.7367152490576158,7.717408395794337
