idx,r1,r2,a2,E,rmse,Erel
59,0.909,1.009,122.45,-47688.60948151211,2.286708739712086,8.17573658699257
60,0.959,0.909,84.45,-47686.3945214227,1.5226304660571441,10.390696676404332
61,0.959,0.909,86.45,-47688.1283122117,1.3609142218006527,8.65690588740108
62,0.959,0.909,88.45,-47689.67385210071,1.20737011754194,7.11136599839665
63,0.959,0.909,90.45,-47691.0349061077,1.0658479631449393,5.750311991403578
64,0.959,0.909,92.45,-47692.215364751304,0.9441236460348225,4.569853347798926
65,0.959,0.909,94.45,-47693.219055799804,0.8501164675796812,3.5661622992993216
66,0.959,0.909,96.45,-47694.05018352331,0.7932127002460175,2.735034575794998
67,0.959,0.909,98.45,-47694.712763941,0.7795548544228698,2.0724541581002995
68,0.959,0.909,100.45,-47695.211315074506,0.8154126498265285,1.5739030245968024
69,0.959,0.909,102.45,-47695.550166694506,0.894742236705988,1.2350514045974705
70,0.959,0.909,104.45,-47695.734150574106,1.010122817175371,1.0510675249970518
71,0.959,0.909,106.45,-47695.768098486406,1.1482117002105325,1.0171196126975701
72,0.959,0.909,108.45,-47695.6570304554,1.3025544744264057,1.1281876437060419
73,0.959,0.909,110.45,-47695.4063430069,1.4674259775206155,1.3788750922030886
74,0.959,0.909,112.45,-47695.021432666705,1.638398739845935,1.7637854323984357
75,0.959,0.909,114.45,-47694.5081352127,1.8130204655443032,2.277082886401331
76,0.959,0.909,116.45,-47693.8724746737,1.991284686772128,2.9127434254041873
77,0.959,0.909,118.45,-47693.1206005791,2.171226838980875,3.66461752000032
78,0.959,0.909,120.45,-47692.259227211005,2.350717827471244,4.525990888098022
79,0.959,0.909,122.45,-47691.29500610121,2.530535214973382,5.490211997894221
80,0.959,0.959,84.45,-47688.18503848291,1.8685909253517254,8.60017961619451
81,0.959,0.959,86.45,-47689.8260843285,1.6780581517987252,6.959133770600602
82,0.959,0.959,88.45,-47691.2842757999,1.48888895255141,5.500942299200688
83,0.959,0.959,90.45,-47692.5626876618,1.3003473890040171,4.222530437305977
84,0.959,0.959,92.45,-47693.664833931005,1.1163603875416372,3.1203841680980986
85,0.959,0.959,94.45,-47694.59422862431,0.9367599431098278,2.1909894747950602
86,0.959,0.959,96.45,-47695.354574009405,0.7707202474817922,1.4306440896980348
87,0.959,0.959,98.45,-47695.949760604904,0.627995459108325,0.8354574941986357
88,0.959,0.959,100.45,-47696.3836789294,0.5288038552258906,0.40153916970302816
89,0.959,0.959,102.45,-47696.6607215039,0.5000626488770652,0.12449659520643763
90,0.959,0.959,104.45,-47696.7852180991,0.5549190670983118,0.0
91,0.959,0.959,106.45,-47696.76181223721,0.6730490989545831,0.023405861895298585
92,0.959,0.959,108.45,-47696.5953356913,0.8282467155680832,0.18988240780163324
93,0.959,0.959,110.45,-47696.2908712357,1.003937597481724,0.494346863401006
94,0.959,0.959,112.45,-47695.85368989561,1.1893916087714336,0.9315282034949632
95,0.959,0.959,114.45,-47695.289376447705,1.3805835907303559,1.495841651398223
96,0.959,0.959,116.45,-47694.60370391961,1.5757089254635932,2.1815141794941155
97,0.959,0.959,118.45,-47693.802696340106,1.7727180067400887,2.9825217589968815
98,0.959,0.959,120.45,-47692.8928169901,1.9698264393037621,3.892401109005732
99,0.959,0.959,122.45,-47691.880529150505,2.1658154521813633,4.90468894859805
100,0.959,1.009,84.45,-47686.7946173355,2.426276689422272,9.990600763601833
101,0.959,1.009,86.45,-47688.3407219772,2.226597411687315,8.444496121905104
102,0.959,1.009,88.45,-47689.7093060202,2.0289048366182114,7.075912078900728
103,0.959,1.009,90.45,-47690.9030677274,1.8315457172294656,5.882150371704483
104,0.959,1.009,92.45,-47691.9250191132,1.6363506029843053,4.860198985901661
105,0.959,1.009,94.45,-47692.7783604429,1.4435116712689327,4.0068576562043745
106,0.959,1.009,96.45,-47693.4663547321,1.2554756769365507,3.3188633669997216
107,0.959,1.009,98.45,-47693.9926414982,1.0775865400429918,2.7925766009066137
108,0.959,1.009,100.45,-47694.3609230089,0.9152446531044598,2.424295090204396
109,0.959,1.009,102.45,-47694.5752152834,0.7768314094868869,2.210002815700136
110,0.959,1.009,104.45,-47694.639597091205,0.6815957092778464,2.1456210078977165
111,0.959,1.009,106.45,-47694.558460953296,0.649449292039211,2.226757145806914
112,0.959,1.009,108.45,-47694.3364503919,0.6880353203952052,2.448767707202933
113,0.959,1.009,110.45,-47693.97839718011,0.7884462670564005,2.806820918995072
114,0.959,1.009,112.45,-47693.4893840922,0.9309558154896785,3.295834006901714
115,0.959,1.009,114.45,-47692.87468215341,1.0993607593096444,3.910535945695301
116,0.959,1.009,116.45,-47692.139876140405,1.2818539926485795,4.645341958697827
117,0.959,1.009,118.45,-47691.2908645814,1.472689367350472,5.494353517700802
118,0.959,1.009,120.45,-47690.3337342555,1.6696852076747208,6.451483843600727
119,0.959,1.009,122.45,-47689.27488569331,1.8690660672074344,7.510332405792724
120,1.009,0.909,84.45,-47685.048339236804,2.1080836030352956,11.736878862298909
121,1.009,0.909,86.45,-47686.6772115242,1.9437976622766566,10.10800657490472
122,1.009,0.909,88.45,-47688.1238569404,1.7832221060888989,8.661361158701766
123,1.009,0.909,90.45,-47689.3914130004,1.632160802368189,7.393805098705343
124,1.009,0.909,92.45,-47690.4833309707,1.4902610096278965,6.301887128400267
125,1.009,0.909,94.45,-47691.4030621178,1.3631997853358213,5.382155981300457
126,1.009,0.909,96.45,-47692.15443421,1.2559996934677213,4.630783889100712
127,1.009,0.909,98.45,-47692.74114951501,1.1707126000166828,4.04406858409493
128,1.009,0.909,100.45,-47693.16728680231,1.1188621065565785,3.617931296794268
129,1.009,0.909,102.45,-47693.43705034201,1.1051609844644672,3.3481677570962347
130,1.009,0.909,104.45,-47693.55483265511,1.1289459757690217,3.230385443996056
131,1.009,0.909,106.45,-47693.52521451351,1.1909425970887173,3.2600035855939495
132,1.009,0.909,108.45,-47693.353027690304,1.2823622262896681,3.432190408799215
133,1.009,0.909,110.45,-47693.043292209506,1.396835872714592,3.7419258895970415
134,1.009,0.909,112.45,-47692.6013418466,1.531492548890874,4.18387625250034
135,1.009,0.909,114.45,-47692.0325731274,1.6813454299704398,4.752644971704285
136,1.009,0.909,116.45,-47691.3428218298,1.8399901987527498,5.442396269303572
137,1.009,0.909,118.45,-47690.5381747329,2.007713105806798,6.247043366201979
138,1.009,0.909,120.45,-47689.6248441164,2.1793332651682182,7.160373982704186
139,1.009,0.909,122.45,-47688.60948151211,2.3551080921367915,8.17573658699257
140,1.009,0.959,84.45,-47686.7946173355,2.3743916761843633,9.990600763601833
141,1.009,0.959,86.45,-47688.3407219772,2.178550505344389,8.444496121905104
142,1.009,0.959,88.45,-47689.7093060202,1.9807444148480344,7.075912078900728
143,1.009,0.959,90.45,-47690.9030677274,1.7863479935160906,5.882150371704483
144,1.009,0.959,92.45,-47691.9250191132,1.59288388814325,4.860198985901661
145,1.009,0.959,94.45,-47692.7783604429,1.402266861550271,4.0068576562043745
146,1.009,0.959,96.45,-47693.4663547321,1.2184713748656666,3.3188633669997216
147,1.009,0.959,98.45,-47693.9926414982,1.0445671415333826,2.7925766009066137
148,1.009,0.959,100.45,-47694.3609230089,0.8871267551823779,2.424295090204396
149,1.009,0.959,102.45,-47694.5752152834,0.7610810338298178,2.210002815700136
150,1.009,0.959,104.45,-47694.639597091205,0.6796396464736859,2.1456210078977165
151,1.009,0.959,106.45,-47694.558460953296,0.6632368482212558,2.226757145806914
152,1.009,0.959,108.45,-47694.3364503919,0.7154807477637162,2.448767707202933
153,1.009,0.959,110.45,-47693.97839718011,0.8248524143517735,2.806820918995072
154,1.009,0.959,112.45,-47693.4893840922,0.9725174563237873,3.295834006901714
155,1.009,0.959,114.45,-47692.87468215341,1.142301530209057,3.910535945695301
156,1.009,0.959,116.45,-47692.139876140405,1.3265297904381113,4.645341958697827
157,1.009,0.959,118.45,-47691.2908645814,1.517322118471187,5.494353517700802
158,1.009,0.959,120.45,-47690.3337342555,1.712167539839456,6.451483843600727
159,1.009,0.959,122.45,-47689.27488569331,1.9112875755697873,7.510332405792724
160,1.009,1.009,84.45,-47685.35920422301,2.834287127070008,11.426013876094657
161,1.009,1.009,86.45,-47686.8197174555,2.6240138581057058,9.965500643600535
162,1.009,1.009,88.45,-47688.1075418624,2.411259631031921,8.67767623670079
163,1.009,1.009,90.45,-47689.2249992048,2.197532475156517,7.560218894301215
164,1.009,1.009,92.45,-47690.174662245,1.9826128315251788,6.610555854102131
165,1.009,1.009,94.45,-47690.9594174968,1.7679530390768234,5.825800602302479
166,1.009,1.009,96.45,-47691.5822769746,1.5524896875142542,5.202941124502104
167,1.009,1.009,98.45,-47692.04650369401,1.3382655504242003,4.738714405095379
168,1.009,1.009,100.45,-47692.3556116718,1.126505643205692,4.429606427300314
169,1.009,1.009,102.45,-47692.513365926,0.9197389331522499,4.271852173100342
170,1.009,1.009,104.45,-47692.52365697521,0.7226752992944856,4.261561123894353
171,1.009,1.009,106.45,-47692.390626339205,0.5498963931403791,4.394591759897594
172,1.009,1.009,108.45,-47692.11872928931,0.4315965869128199,4.666488809794828
173,1.009,1.009,110.45,-47691.71254659741,0.41810047965665864,5.072671501693549
174,1.009,1.009,112.45,-47691.1769100366,0.5174660829133115,5.608308062503056
175,1.009,1.009,114.45,-47690.51696513151,0.6823946881659712,6.26825296759489
176,1.009,1.009,116.45,-47689.738108407895,0.875921274013614,7.047109691207879
177,1.009,1.009,118.45,-47688.845924642505,1.084416214989485,7.939293456598534
178,1.009,1.009,120.45,-47687.846375113804,1.299008338490998,8.938842985298834
179,1.009,1.009,122.45,-47686.74560935121,1.5142532902224384,10.039608747894817
