idx,r1,r2,a2,E,rmse,Erel
89,0.959,0.959,102.45,-47716.0247110803,55.96691760304881,0.13089712580404012
90,0.959,0.959,104.45,-47716.15560820611,55.98786642265869,0.0
91,0.959,0.959,106.45,-47716.1524079408,56.01058896054624,0.003200265309715178
92,0.959,0.959,108.45,-47716.01981655691,56.04264403560145,0.13579164919792674
93,0.959,0.959,110.45,-47715.7627913281,56.07586311718193,0.3928168780039414
94,0.959,0.959,112.45,-47715.386164027506,56.11118674697711,0.7694441786006792
95,0.959,0.959,114.45,-47714.895080179704,56.15161515952085,1.2605280264033354
96,0.959,0.959,116.45,-47714.2949363105,56.18840238709495,1.8606718956070836
97,0.959,0.959,118.45,-47713.591191696,56.22482225495634,2.5644165101039107
98,0.959,0.959,120.45,-47712.789556613505,56.26438309904231,3.3660515926021617
99,0.959,0.959,122.45,-47711.8959295912,56.30223441392039,4.259678614907898
100,0.959,1.009,84.45,-47706.5017883026,55.72031557491392,9.653819903505791
101,0.959,1.009,86.45,-47707.923961101806,55.725587445745276,8.231647104301373
102,0.959,1.009,88.45,-47709.182857620406,55.73905518710023,6.972750585700851
103,0.959,1.009,90.45,-47710.281364372204,55.751500408134085,5.874243833903165
104,0.959,1.009,92.45,-47711.222493371606,55.771495204147946,4.933114834500884
105,0.959,1.009,94.45,-47712.009507634204,55.785924880049656,4.1461005719029345
106,0.959,1.009,96.45,-47712.64592117681,55.807314858480865,3.5096870292982203
107,0.959,1.009,98.45,-47713.1353735168,55.830574674981904,3.020234689305653
108,0.959,1.009,100.45,-47713.481755172805,55.855590807346395,2.6738530333022936
109,0.959,1.009,102.45,-47713.6890194137,55.87624834924019,2.4665887924056733
110,0.959,1.009,104.45,-47713.7613077593,55.906872204666755,2.3943004468092113
111,0.959,1.009,106.45,-47713.7029499803,55.9403033926879,2.4526582258040435
112,0.959,1.009,108.45,-47713.5182758474,55.979977772913045,2.6373323587104096
113,0.959,1.009,110.45,-47713.2118661325,56.0197625158403,2.9437420736066997
114,0.959,1.009,112.45,-47712.7883643578,56.056923358569655,3.367243848304497
115,0.959,1.009,114.45,-47712.2526022964,56.09181244210478,3.9030059097058256
116,0.959,1.009,116.45,-47711.60966272261,56.12771043037543,4.545945483499963
117,0.959,1.009,118.45,-47710.8646284107,56.167985269409414,5.290979795405292
118,0.959,1.009,120.45,-47710.0229586368,56.217037903188086,6.132649569306523
119,0.959,1.009,122.45,-47709.0903636782,56.25975983065719,7.065244527904724
120,1.009,0.909,84.45,-47704.971182985,55.82082298381469,11.18442522110854
121,1.009,0.909,86.45,-47706.483653465904,55.826472048142215,9.671954740202636
122,1.009,0.909,88.45,-47707.8276393913,55.83529926000966,8.327968814810447
123,1.009,0.909,90.45,-47709.00634102651,55.84626821149089,7.149267179600429
124,1.009,0.909,92.45,-47710.0231468877,55.85747725569051,6.132461318404239
125,1.009,0.909,94.45,-47710.88150824141,55.879869170171105,5.274099964699417
126,1.009,0.909,96.45,-47711.58519010561,55.902603994193996,4.5704181004985
127,1.009,0.909,98.45,-47712.1380202486,55.91685593955159,4.017587957503565
128,1.009,0.909,100.45,-47712.54407743991,55.94286314676771,3.6115307661966654
129,1.009,0.909,102.45,-47712.8075659496,55.967082687770315,3.3480422565044137
130,1.009,0.909,104.45,-47712.932941049,55.99784436613502,3.222667157104297
131,1.009,0.909,106.45,-47712.92459525911,56.02354020385687,3.231012946998817
132,1.009,0.909,108.45,-47712.78729760271,56.059524371155206,3.3683106034004595
133,1.009,0.909,110.45,-47712.525754352304,56.091282117881,3.62985385380307
134,1.009,0.909,112.45,-47712.14498553191,56.130216299909684,4.010622674199112
135,1.009,0.909,114.45,-47711.65007391581,56.167186679992454,4.505534290299693
136,1.009,0.909,116.45,-47711.04629052921,56.20490554343655,5.109317676899082
137,1.009,0.909,118.45,-47710.3390946482,56.23812149407641,5.816513557903818
138,1.009,0.909,120.45,-47709.53413379981,56.27842648279486,6.621474406296329
139,1.009,0.909,122.45,-47708.6373692625,56.31689957949131,7.518238943608594
140,1.009,0.959,84.45,-47706.5017883026,55.72622184560631,9.653819903505791
141,1.009,0.959,86.45,-47707.923961101806,55.7376645811381,8.231647104301373
142,1.009,0.959,88.45,-47709.182857620406,55.74424874130771,6.972750585700851
143,1.009,0.959,90.45,-47710.281364372204,55.75615127574523,5.874243833903165
144,1.009,0.959,92.45,-47711.222493371606,55.77388020874127,4.933114834500884
145,1.009,0.959,94.45,-47712.009507634204,55.792002188347176,4.1461005719029345
146,1.009,0.959,96.45,-47712.64592117681,55.81573074881332,3.5096870292982203
147,1.009,0.959,98.45,-47713.1353735168,55.84157134016375,3.020234689305653
148,1.009,0.959,100.45,-47713.481755172805,55.861053711706305,2.6738530333022936
149,1.009,0.959,102.45,-47713.6890194137,55.888614714604316,2.4665887924056733
150,1.009,0.959,104.45,-47713.7613077593,55.91786267794529,2.3943004468092113
151,1.009,0.959,106.45,-47713.7029499803,55.9469203225365,2.4526582258040435
152,1.009,0.959,108.45,-47713.5182758474,55.97674985171423,2.6373323587104096
153,1.009,0.959,110.45,-47713.2118661325,56.01224649056896,2.9437420736066997
154,1.009,0.959,112.45,-47712.7883643578,56.055313397478834,3.367243848304497
155,1.009,0.959,114.45,-47712.2526022964,56.09746293615942,3.9030059097058256
156,1.009,0.959,116.45,-47711.60966272261,56.13639133932915,4.545945483499963
157,1.009,0.959,118.45,-47710.8646284107,56.17641821711342,5.290979795405292
158,1.009,0.959,120.45,-47710.0229586368,56.211779819811106,6.132649569306523
159,1.009,0.959,122.45,-47709.0903636782,56.2547440290456,7.065244527904724
160,1.009,1.009,84.45,-47704.8302458112,55.628097165614435,11.325362394905824
161,1.009,1.009,86.45,-47706.160865922706,55.64111203739513,9.994742283401138
162,1.009,1.009,88.45,-47707.33373178,55.648719374265106,8.8218764261037
163,1.009,1.009,90.45,-47708.3514161454,55.66688818812675,7.804192060706555
164,1.009,1.009,92.45,-47709.21668003211,55.6791486802297,6.938928174000466
165,1.009,1.009,94.45,-47709.93253545451,55.70240452334222,6.22307275159983
166,1.009,1.009,96.45,-47710.50224542821,55.72298437142568,5.653362777899019
167,1.009,1.009,98.45,-47710.9291984694,55.745857323440895,5.226409736707865
168,1.009,1.009,100.45,-47711.216908594906,55.77797649418882,4.938699611200718
169,1.009,1.009,102.45,-47711.3692663233,55.80896961387351,4.786341882805573
170,1.009,1.009,104.45,-47711.389973922305,55.83967101522972,4.765634283801774
171,1.009,1.009,106.45,-47711.28311016141,55.87500961071424,4.872498044700478
172,1.009,1.009,108.45,-47711.0526910598,55.91443354835303,5.102917146308755
173,1.009,1.009,110.45,-47710.703046388204,55.951685338004005,5.452561817903188
174,1.009,1.009,112.45,-47710.2385059173,55.98812926469672,5.917102288804017
175,1.009,1.009,114.45,-47709.6635876687,56.027170719089796,6.49202053740737
176,1.009,1.009,116.45,-47708.9830606652,56.06936856471019,7.172547540903906
177,1.009,1.009,118.45,-47708.201756679904,56.117090093721494,7.953851526202925
178,1.009,1.009,120.45,-47707.3248212374,56.16310481136503,8.83078696870507
179,1.009,1.009,122.45,-47706.35765086351,56.20717366162195,9.797957342598238
