vdw,elec,user,dyna,dcd,time,temp,tot,energy,volume,pressi,presse,path,title
4072.98373,-25088.5127,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.0,125.01997,-22690.25442,24925.82876,68921.0,-2758.74095,-4076.6254,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3822.65581,-24099.15742,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.1,61.00822,-22687.25367,23778.18666,68921.0,-4272.17709,-4088.1775,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3822.65581,-24099.15742,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.1,60.96549,-22688.0177,23778.18666,68921.0,-4272.68384,-4088.1775,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3857.8072,-24215.37509,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.2,69.34522,-22688.87047,23928.88358,68921.0,-4571.41473,-3759.92142,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3857.8072,-24215.37509,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.2,69.34522,-22688.87055,23928.88358,68921.0,-4571.41478,-3759.92142,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3868.292,-24234.68353,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.3,61.76864,-22687.29526,23791.82586,68921.0,-3821.42254,-3983.14396,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3868.292,-24234.68353,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.3,61.76863,-22687.29543,23791.82586,68921.0,-3821.42265,-3983.14396,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3836.47722,-24188.36174,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.4,69.9437,-22688.25385,23938.96881,68921.0,-2883.30247,-4075.37982,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3836.47722,-24188.36174,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.4,130.75759,-21600.7959,23938.96881,68921.0,-2162.04092,-4075.37982,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3730.28522,-23744.32123,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.5,97.7808,-21599.06418,23347.55485,68921.0,-5018.78124,-4269.56532,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3730.28522,-23744.32123,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.5,97.7808,-21599.06423,23347.55485,68921.0,-5018.78127,-4269.56532,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3785.74731,-23890.32136,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.6,103.36791,-21599.7273,23448.12512,68921.0,-5035.23542,-3937.73549,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3785.74731,-23890.32136,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.6,103.3679,-21599.72733,23448.12512,68921.0,-5035.23544,-3937.73549,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3817.69904,-23857.59116,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.7,98.69106,-21598.63363,23363.40128,68921.0,-2258.49923,-3477.47581,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3817.69904,-23857.59116,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.7,98.69106,-21598.63366,23363.40128,68921.0,-2258.49926,-3477.47581,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3783.86621,-23857.51103,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.8,106.14311,-21599.57345,23497.59681,68921.0,-1744.75818,-2635.24092,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3783.86621,-23857.51103,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.8,129.05107,-21189.93941,23497.59681,68921.0,-1473.06649,-2635.24092,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3704.25969,-23597.68246,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.9,111.3358,-21188.88683,23179.76448,68921.0,-3331.84838,-3166.7491,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3704.25969,-23597.68246,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.9,111.3358,-21188.88688,23179.76448,68921.0,-3331.84841,-3166.7491,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3741.29297,-23724.93367,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,1.0,117.20605,-21189.58073,23285.42864,68921.0,-4862.80777,-3108.86223,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3741.29297,-23724.93367,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,1.0,117.20604,-21189.58086,23285.42864,68921.0,-4862.80785,-3108.86223,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3843.64841,-23843.24768,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,1.1,114.95831,-21188.80495,23244.45936,68921.0,-3365.82382,-3764.51927,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3843.64841,-23843.24768,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,1.1,114.9583,-21188.80515,23244.45936,68921.0,-3365.82395,-3764.51927,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3795.4885,-23788.41716,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,1.2,122.159,-21189.57001,23373.98522,68921.0,-1699.71453,-2919.18691,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3795.4885,-23788.41716,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,1.2,135.04886,-20959.07694,23373.98522,68921.0,-1546.83892,-2919.18691,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3815.35114,-23739.8891,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,1.3,124.35247,-20958.04114,23181.67948,68921.0,-1787.34738,-2117.14602,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3815.35114,-23739.8891,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,1.3,124.35245,-20958.0415,23181.67948,68921.0,-1787.34761,-2117.14602,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3708.05053,-23654.08732,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,1.4,127.99246,-20958.65575,23247.38338,68921.0,-4497.98289,-4026.58574,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3708.05053,-23654.08732,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,1.4,127.99245,-20958.65596,23247.38338,68921.0,-4497.98303,-4026.58574,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
3791.61814,-23774.94589,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,1.5,124.12175,-20957.99585,23177.50847,68921.0,-4562.34883,-3514.00176,/home/boittier/pcbach/sims4/kmdcm/water/k275/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k275_dynamics.log
