vdw,elec,user,dyna,dcd,time,temp,tot,energy,volume,pressi,presse,path,title
3438.50043,-21784.26494,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.0,123.57912,-23086.29,24559.37358,68921.0,-2500.25841,-2984.0996,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3280.48555,-20910.01849,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,1.0,64.70933,-23080.43358,23851.77949,68921.0,-2443.65108,-2635.30948,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3280.48555,-20910.01849,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,1.0,64.66386,-23080.97563,23851.77949,68921.0,-2444.01062,-2635.30948,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3285.33078,-20982.4381,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,2.0,66.64102,-23081.08088,23875.45287,68921.0,-2481.18739,-2070.70603,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3285.33078,-20982.4381,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,2.0,66.63948,-23081.09925,23875.45287,68921.0,-2481.19951,-2070.70603,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3299.26859,-20994.83139,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,3.0,70.10808,-23081.13103,23916.83097,68921.0,-2456.25763,-2527.32421,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3299.26859,-20994.83139,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,3.0,70.10533,-23081.16383,23916.83097,68921.0,-2456.27921,-2527.32421,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3296.95316,-21023.75246,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,4.0,73.37786,-23081.22056,23955.89682,68921.0,-2520.98521,-1760.62329,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3296.95316,-21023.75246,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,4.0,125.86207,-22455.60017,23955.89682,68921.0,-2341.9641,-1760.62329,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3294.10265,-20675.07021,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,5.0,98.71793,-22452.96235,23629.6964,68921.0,-2116.90717,-3256.24972,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3294.10265,-20675.07021,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,5.0,98.71359,-22453.01416,23629.6964,68921.0,-2116.94141,-3256.24972,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3242.54932,-20664.80038,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,6.0,100.18881,-22453.00614,23647.27327,68921.0,-2237.55997,-2090.55989,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3242.54932,-20664.80038,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,6.0,100.18678,-22453.03025,23647.27327,68921.0,-2237.57592,-2090.55989,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3300.74119,-20690.40038,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,7.0,102.49544,-22453.12658,23674.8892,68921.0,-2112.24463,-2995.82457,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3300.74119,-20690.40038,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,7.0,102.49505,-22453.13125,23674.8892,68921.0,-2112.24783,-2995.82457,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3352.79509,-20742.2218,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,8.0,104.47794,-22453.28822,23698.68259,68921.0,-1927.50339,-2646.80674,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3352.79509,-20742.2218,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,8.0,129.17172,-22158.9344,23698.68259,68921.0,-1832.27656,-2646.80674,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3262.85305,-20575.89446,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,9.0,117.45018,-22157.8361,23557.86163,68921.0,-1949.83478,-1175.02551,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3262.85305,-20575.89446,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,9.0,117.44982,-22157.84041,23557.86163,68921.0,-1949.8374,-1175.02551,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3257.44616,-20598.32763,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,10.0,119.42138,-22157.73095,23581.25354,68921.0,-2000.42852,-1085.23575,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3257.44616,-20598.32763,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,10.0,119.42117,-22157.7335,23581.25354,68921.0,-2000.43024,-1085.23575,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3289.93724,-20586.60136,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,11.0,119.93129,-22157.70438,23587.30513,68921.0,-1998.65094,-2531.95912,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3289.93724,-20586.60136,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,11.0,119.9304,-22157.71495,23587.30513,68921.0,-1998.6579,-2531.95912,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3218.22568,-20424.04363,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,12.0,119.52663,-22157.8726,23582.64978,68921.0,-2062.72605,-1400.64286,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3218.22568,-20424.04363,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,12.0,134.67544,-21977.29625,23582.64978,68921.0,-2003.31867,-1400.64286,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3263.24308,-20448.96485,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,13.0,127.93887,-21976.3051,23501.35756,68921.0,-1836.64645,-1789.69704,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3263.24308,-20448.96485,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,13.0,127.9383,-21976.31188,23501.35756,68921.0,-1836.65088,-1789.69704,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3213.94578,-20396.37769,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,14.0,130.74494,-21976.82163,23535.32288,68921.0,-2101.92257,-1744.92196,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3213.94578,-20396.37769,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,14.0,130.7403,-21976.87685,23535.32288,68921.0,-2101.95912,-1744.92196,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3250.01879,-20426.56417,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,15.0,129.53394,-21976.77142,23520.83734,68921.0,-1994.24063,-2090.85812,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3250.01879,-20426.56417,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,15.0,129.53261,-21976.78719,23520.83734,68921.0,-1994.25112,-2090.85812,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
3245.80558,-20415.4975,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,16.0,132.01922,-21977.05373,23550.74468,68921.0,-2034.45662,-2304.89881,/home/boittier/pcbach/sims4/shake/water/k275/dynamics.log,_home_boittier_pcbach_sims4_shake_water_k275_dynamics.log
