100_4322_DCM_499_988 -16.86898026967231 -16.721500394332182
100_646_DCM_76_1117 -11.524853750605223 -11.572219159819596
100_1774_DCM_207_229 -10.997297668940716 -10.75211605285404
100_2990_DCM_349_1039 -17.644546590919635 -17.226088334365457
100_392_DCM_46_962 -9.021964831459496 -8.826027735861906
100_3431_DCM_400_472 -13.555595109216648 -13.524995646048128
100_3729_DCM_434_267 -10.325778900725373 -11.023645483425067
100_4229_DCM_493_872 -17.91439729492073 -17.739894981241168
100_2698_DCM_314_1207 -9.658420961692778 -9.091511613047182
100_1685_DCM_197_292 -11.415607415139773 -11.188554567296087
100_331_DCM_40_843 -13.644564448018874 -13.326448414426258
100_961_DCM_113_122 -11.015546757290783 -11.773060293120476
100_1315_DCM_153_444 -21.13624421242852 -20.74107835423993
100_1053_DCM_123_948 -10.897016208427067 -10.57883221950764
100_2120_DCM_248_555 -5.422296555429528 -5.264953139507539
100_2038_DCM_238_39 -17.68826022809171 -17.83222906114504
100_938_DCM_111_558 -9.37107087371527 -9.420275222052105
100_2018_DCM_236_465 -15.901677079689245 -15.777146240985616
100_1149_DCM_135_575 -14.273757326976057 -13.830014483596301
100_884_DCM_104_631 -6.417698734687751 -6.0743510228511814
100_4227_DCM_493_1089 -12.937522103394068 -13.215925253395891
100_992_DCM_117_761 -14.472507716055361 -14.979027905660649
100_2753_DCM_320_460 -11.920900905108748 -11.676764704615143
100_1598_DCM_187_1186 -18.986408925047535 -19.668101921330283
100_2985_DCM_348_891 -5.224858949790762 -4.916806700009078
100_2330_DCM_272_1084 -15.25133660531026 -15.745110027419518
100_1594_DCM_187_1084 -16.533319064967635 -16.443825010123653
100_3236_DCM_377_983 -7.529752178285907 -7.5951947645900635
100_3575_DCM_416_1033 -12.526356122043886 -12.76834941351495
100_14_DCM_1_1073 -11.306841197387696 -11.27007959491059
100_3770_DCM_439_744 -12.250335018810697 -12.27736666695166
100_979_DCM_115_117 -12.25520271210087 -11.906044064838715
100_2364_DCM_276_1213 -6.047342544955409 -6.769586938268021
100_2008_DCM_235_1221 -11.519393991626528 -11.382328684711636
100_3591_DCM_418_520 -16.518675317976786 -16.603341804569702
100_3397_DCM_396_556 -7.738141151645896 -7.511602150671224
100_2358_DCM_275_336 -14.332765136731236 -14.01373947463491
100_941_DCM_111_580 -10.43823434646437 -10.67089467499527
100_2393_DCM_279_926 -21.533963994711957 -21.691872494267685
100_3140_DCM_365_926 -12.992540561742949 -12.776235735558405
100_2580_DCM_300_17 -17.051446916054378 -17.566896280161394
100_3916_DCM_456_603 -14.485260352776375 -14.43956201374982
100_986_DCM_116_989 -11.920354660467595 -11.52836774714556
100_2948_DCM_343_1089 -14.812765205163359 -14.788696870159203
100_3441_DCM_401_687 -8.482931667319267 -8.52239793973036
100_4247_DCM_495_215 -19.921433188768976 -20.30842449907576
100_98_DCM_12_534 -16.378381838462687 -17.069984851453633
100_782_DCM_92_432 -16.37798705742506 -15.74057140326708
100_983_DCM_116_25 -10.099899814465115 -10.466461101413527
100_761_DCM_90_525 -17.618828979321936 -16.959433957141524
100_2829_DCM_329_137 -21.65572667990734 -21.676974083371107
100_94_DCM_11_711 -14.672637423707986 -14.283676865496526
100_4056_DCM_472_500 -9.940658334073033 -9.682056771654956
100_3396_DCM_396_527 -16.211451973909938 -16.660060861788494
100_3451_DCM_402_111 -11.218279938388532 -11.777355299519163
100_3502_DCM_408_572 -12.926345014000336 -12.52237094002813
100_2760_DCM_321_82 -8.276894279163347 -8.15447661611622
100_2673_DCM_311_998 -11.067565596002956 -10.727486483591242
100_617_DCM_72_420 -16.396541250765154 -16.1591704028358
100_1748_DCM_204_170 -17.632381911441463 -18.04911120704372
100_2225_DCM_260_1024 -20.91572670720642 -20.93823828604442
100_2881_DCM_335_766 -9.17659470392322 -9.71415240385162
100_2677_DCM_311_23 -11.281170115809989 -11.198165695643537
100_2402_DCM_280_895 -15.915313092299359 -15.65627615135267
100_213_DCM_26_766 -10.214377334510134 -10.33242391757144
100_805_DCM_95_541 -12.225354951258034 -11.756221615811675
100_3638_DCM_424_264 -8.031077567906923 -7.599334255181499
100_2097_DCM_245_1085 -17.600007406639115 -17.98833654141436
100_3070_DCM_357_136 -14.904164861442277 -15.174647070903907
100_3717_DCM_433_693 -11.676203719831879 -11.163043771098085
100_3572_DCM_416_1180 -17.92111049416297 -18.729364970125463
100_3268_DCM_381_641 -9.86545414512481 -9.964374542039412
100_766_DCM_90_1212 -13.022303377207567 -12.808019960220184
100_2574_DCM_300_21 -5.802786132263173 -5.8259724493310285
100_240_DCM_29_59 -5.808184713211208 -5.7156334756176115
100_3570_DCM_416_422 -13.206550529850425 -12.71874545108806
100_4096_DCM_477_1221 -14.474345656374979 -14.182483024754967
100_2510_DCM_293_538 -13.912425341746648 -13.666104481963991
100_2896_DCM_337_400 -7.291347187716132 -7.6504208071241715
100_2242_DCM_262_349 -14.247305825559982 -14.776941962159647
100_4260_DCM_497_668 -3.6677183543939282 -3.5244858735877225
100_1878_DCM_219_912 -8.234355127331405 -8.308040710293389
100_1292_DCM_151_1088 -11.371879805114691 -11.892548500793527
100_3856_DCM_449_273 -15.899480524139653 -16.536291839314508
100_1018_DCM_120_967 -12.244752763445753 -11.969109295295532
100_821_DCM_97_703 -10.075267772283038 -10.459191014051891
100_1311_DCM_153_256 -18.537036623741145 -18.137847409994524
100_1290_DCM_151_1133 -8.277295199612794 -8.219347071446835
100_2905_DCM_338_511 -8.259010056744799 -7.9307353528263365
100_2981_DCM_348_307 -12.015428332426785 -11.711297664894863
100_2368_DCM_276_925 -24.069962641101526 -24.41934944574122
100_2261_DCM_264_778 -8.729190468304683 -8.144273353107893
100_3855_DCM_449_933 -8.014376159937008 -7.77207896043869
100_186_DCM_22_540 -15.98134133869781 -15.755923766797387
100_740_DCM_87_598 -15.764776296618559 -16.281654139114835
100_3700_DCM_431_497 -4.079841094080344 -3.8729984627549126
100_1566_DCM_183_989 -9.25382799940397 -9.515435557223821
100_2276_DCM_266_608 -9.86191664569657 -10.59784380401241
100_211_DCM_25_379 -10.820899437955633 -10.711753935105337
100_2573_DCM_300_1224 -11.71999688856509 -12.514507670099654
100_1167_DCM_136_1261 -21.60866877002065 -21.730452749472853
100_534_DCM_62_847 -17.775155030468888 -17.59507111598279
100_3505_DCM_408_437 -15.055155758580371 -14.673268734397118
100_1488_DCM_174_715 -7.072718914892439 -7.170671603141509
100_745_DCM_88_1033 -12.437990781328885 -12.759657869904709
100_2614_DCM_304_648 -20.18441529483377 -20.673499617209224
100_3649_DCM_425_245 -9.02188718262088 -9.525979975545066
