#oto generated by Order: A Python Tool
#Q  count
0.010	11
0.020	13
0.030	18
0.040	13
0.050	11
0.060	19
0.070	31
0.080	12
0.090	21
0.100	27
0.110	27
0.120	33
0.130	36
0.140	36
0.150	35
0.160	38
0.170	46
0.180	69
0.190	57
0.200	82
0.210	84
0.220	118
0.230	131
0.240	94
0.250	91
0.260	92
0.270	108
0.280	87
0.290	85
0.300	85
0.310	58
0.320	67
0.330	71
0.340	69
0.350	59
0.360	53
0.370	44
0.380	69
0.390	61
0.400	72
0.410	88
0.420	99
0.430	87
0.440	107
0.450	131
0.460	139
0.470	159
0.480	202
0.490	266
0.500	258
0.510	213
0.520	249
0.530	230
0.540	242
0.550	213
0.560	244
0.570	214
0.580	275
0.590	285
0.600	236
0.610	288
0.620	224
0.630	256
0.640	307
0.650	314
0.660	302
0.670	325
0.680	326
0.690	325
0.700	383
0.710	335
0.720	396
0.730	354
0.740	388
0.750	390
0.760	392
0.770	379
0.780	358
0.790	379
0.800	396
0.810	407
0.820	359
0.830	345
0.840	349
0.850	363
0.860	323
0.870	323
0.880	312
0.890	303
0.900	298
0.910	254
0.920	265
0.930	241
0.940	201
0.950	167
0.960	150
0.970	121
0.980	95
0.990	46
1.000	8
