vdw,elec,user,dyna,dcd,time,temp,tot,energy,volume,pressi,presse,path,title
4072.98373,-25088.5127,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.0,127.73657,-22641.67689,24925.82876,68921.0,-2726.52167,-4076.6254,/home/boittier/pcbach/sims4/kmdcm/water/k289/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k289_dynamics.log
3705.12761,-23913.60493,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.1,61.5515,-22638.61102,23739.25876,68921.0,-4370.56048,-3678.80203,/home/boittier/pcbach/sims4/kmdcm/water/k289/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k289_dynamics.log
3705.12761,-23913.60493,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.1,61.52535,-22639.07857,23739.25876,68921.0,-4370.87058,-3678.80203,/home/boittier/pcbach/sims4/kmdcm/water/k289/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k289_dynamics.log
3839.72244,-24149.78262,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.2,70.1372,-22639.92006,23894.09517,68921.0,-4795.25781,-3455.38056,/home/boittier/pcbach/sims4/kmdcm/water/k289/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k289_dynamics.log
3839.72244,-24149.78262,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.2,70.1372,-22639.92008,23894.09517,68921.0,-4795.25782,-3455.38056,/home/boittier/pcbach/sims4/kmdcm/water/k289/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k289_dynamics.log
3812.70249,-24165.62587,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.3,62.70958,-22638.29711,23759.65345,68921.0,-3763.28831,-3396.98891,/home/boittier/pcbach/sims4/kmdcm/water/k289/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k289_dynamics.log
3812.70249,-24165.62587,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.3,62.70958,-22638.29714,23759.65345,68921.0,-3763.28833,-3396.98891,/home/boittier/pcbach/sims4/kmdcm/water/k289/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k289_dynamics.log
3890.04682,-24259.12549,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.4,68.87334,-22639.25504,23870.83017,68921.0,-2397.4332,-3792.90385,/home/boittier/pcbach/sims4/kmdcm/water/k289/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k289_dynamics.log
3890.04682,-24259.12549,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.4,132.23589,-21506.22258,23870.83017,68921.0,-1645.94415,-3792.90385,/home/boittier/pcbach/sims4/kmdcm/water/k289/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k289_dynamics.log
3735.30258,-23715.34899,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.5,98.79191,-21504.4863,23271.05745,68921.0,-3384.4096,-2939.74807,/home/boittier/pcbach/sims4/kmdcm/water/k289/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k289_dynamics.log
3735.30258,-23715.34899,0.0,0: DYNA STRT VERL,water.2000.heat.dcd,0.5,98.79191,-21504.48636,23271.05745,68921.0,-3384.40963,-2939.74807,/home/boittier/pcbach/sims4/kmdcm/water/k289/dynamics.log,_home_boittier_pcbach_sims4_kmdcm_water_k289_dynamics.log
