,r,g(r)
0.050505050505050504,0.050505050505050504,0.0
0.15151515151515152,0.15151515151515152,0.0
0.25252525252525254,0.25252525252525254,0.0
0.35353535353535354,0.35353535353535354,0.0
0.4545454545454546,0.4545454545454546,0.0
0.5555555555555556,0.5555555555555556,0.0
0.6565656565656566,0.6565656565656566,0.0
0.7575757575757576,0.7575757575757576,0.0
0.8585858585858586,0.8585858585858586,0.0
0.9595959595959596,0.9595959595959596,0.0
1.0606060606060606,1.0606060606060606,0.0
1.1616161616161618,1.1616161616161618,0.0
1.2626262626262625,1.2626262626262625,0.0
1.3636363636363638,1.3636363636363638,0.0
1.4646464646464645,1.4646464646464645,0.0
1.5656565656565657,1.5656565656565657,0.0
1.6666666666666665,1.6666666666666665,0.0
1.7676767676767677,1.7676767676767677,0.0
1.8686868686868685,1.8686868686868685,0.0
1.9696969696969697,1.9696969696969697,0.0
2.070707070707071,2.070707070707071,0.0
2.1717171717171717,2.1717171717171717,0.0
2.2727272727272725,2.2727272727272725,0.0
2.3737373737373737,2.3737373737373737,4.2692144192740563e-07
2.474747474747475,2.474747474747475,0.004254665429590718
2.5757575757575757,2.5757575757575757,0.2981113629040347
2.6767676767676765,2.6767676767676765,1.8124166735309484
2.7777777777777777,2.7777777777777777,2.993078245547228
2.878787878787879,2.878787878787879,2.584432090161085
2.9797979797979797,2.9797979797979797,1.7871831983983286
3.0808080808080804,3.0808080808080804,1.2687315255151204
3.1818181818181817,3.1818181818181817,1.0246789565185446
3.282828282828283,3.282828282828283,0.9275774940504053
3.383838383838384,3.383838383838384,0.8973603908207024
3.484848484848485,3.484848484848485,0.8952604415894581
3.5858585858585856,3.5858585858585856,0.9050185557597187
3.686868686868687,3.686868686868687,0.9210220487767667
3.787878787878788,3.787878787878788,0.9388747084680715
3.888888888888889,3.888888888888889,0.9572094104850677
3.98989898989899,3.98989898989899,0.9747108342553698
4.090909090909091,4.090909090909091,0.9905871280612244
4.191919191919192,4.191919191919192,1.001015667038497
4.292929292929292,4.292929292929292,1.0099578862597411
4.3939393939393945,4.3939393939393945,1.0145917365116957
4.494949494949495,4.494949494949495,1.0169797919467112
4.595959595959595,4.595959595959595,1.0168552600598462
4.696969696969697,4.696969696969697,1.0153348305826067
4.797979797979798,4.797979797979798,1.0139164609862379
4.8989898989899,4.8989898989899,1.0111468441920914
5.0,5.0,1.0087854881746636
5.1010101010101,5.1010101010101,1.0062560977744315
5.202020202020202,5.202020202020202,1.0038866523163492
5.303030303030303,5.303030303030303,1.0011170361944015
5.404040404040404,5.404040404040404,0.9954344490619731
5.505050505050505,5.505050505050505,0.9842645593328013
5.6060606060606055,5.6060606060606055,0.9686029087538726
5.707070707070708,5.707070707070708,0.9554349184291063
5.808080808080808,5.808080808080808,0.9493115539917343
5.909090909090908,5.909090909090908,0.9512525907132597
6.01010101010101,6.01010101010101,0.9581433981789156
6.111111111111111,6.111111111111111,0.9692924668829372
6.212121212121212,6.212121212121212,0.9808084704154427
6.313131313131313,6.313131313131313,0.9925964823514497
6.4141414141414135,6.4141414141414135,1.0038438297095036
6.515151515151516,6.515151515151516,1.0130757011052012
6.616161616161616,6.616161616161616,1.0205051410994068
6.717171717171717,6.717171717171717,1.0259574725265377
6.818181818181818,6.818181818181818,1.0289311880752294
6.919191919191919,6.919191919191919,1.029783078248885
7.020202020202021,7.020202020202021,1.0286566961063495
7.121212121212121,7.121212121212121,1.0264983649856216
7.222222222222221,7.222222222222221,1.0223237443333282
7.3232323232323235,7.3232323232323235,1.0177193265548081
7.424242424242424,7.424242424242424,1.0126411387318146
7.525252525252525,7.525252525252525,1.0078192013810687
7.626262626262626,7.626262626262626,1.0031708308099105
7.727272727272727,7.727272727272727,0.9985368347482713
7.828282828282829,7.828282828282829,0.9947076594014773
7.929292929292929,7.929292929292929,0.9913014018749643
8.030303030303031,8.030303030303031,0.9892064664673472
8.131313131313131,8.131313131313131,0.987836518109277
8.232323232323232,8.232323232323232,0.9876420192123245
8.333333333333332,8.333333333333332,0.9882820768500657
8.434343434343434,8.434343434343434,0.9894355524269638
8.535353535353536,8.535353535353536,0.991195321070274
8.636363636363637,8.636363636363637,0.9934773667428493
8.737373737373737,8.737373737373737,0.9957516241576849
8.838383838383837,8.838383838383837,0.9984176465427744
8.93939393939394,8.93939393939394,0.9999671332628268
9.04040404040404,9.04040404040404,1.0015664411584044
9.141414141414142,9.141414141414142,1.003238760331753
9.242424242424242,9.242424242424242,1.0040868599338852
9.343434343434343,9.343434343434343,1.0044207193139723
9.444444444444445,9.444444444444445,1.0046795676696172
9.545454545454545,9.545454545454545,1.004379747606464
9.646464646464647,9.646464646464647,1.003834691509888
9.747474747474747,9.747474747474747,1.0035752325461473
9.848484848484848,9.848484848484848,1.0027768327237723
9.94949494949495,9.94949494949495,1.0024950399481571
