,rmse,pkl,class,alpha,uuid,l2,type
0,0.8484300693058611,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_65_dcm_pbe0_adz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
1,1.1666286640422712,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_55_dcm_pbe0_adz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
2,10.813821156850825,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_26_8.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
3,1.0096918364558913,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_28_dcm_pbe0_adz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
4,1.1042039351033774,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_43_6.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
5,68.16779905365622,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_6_8.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
6,0.8974578004783632,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_18_dcm_pbe0_adz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
7,1.0713138558410014,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_24_dcm_pbe0_adz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
8,1.0104753365537302,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_27_dcm_pbe0_adz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
9,13.8458603925772,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_30_5.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
10,0.8894523668671332,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_23_dcm_pbe0_adz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
11,0.8466818907474059,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_16_4.xyz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
12,0.9012384385520155,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_50_dcm_pbe0_adz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
13,1.0602562309433408,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_20_dcm_pbe0_adz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
14,0.8200992483773573,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_68_dcm_pbe0_adz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
15,0.5903567299892637,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_16_dcm_pbe0_adz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
16,0.759550792425457,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_28_4.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
17,0.8731783914340235,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_64_dcm_pbe0_adz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
18,0.576616175443614,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_57_dcm_pbe0_adz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
19,2.1773279871183377,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_7_2.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
20,1.5666493493834888,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_48_0.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
21,0.692602645324885,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_19_4.xyz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
22,44.54241702429629,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_15_3.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
23,0.6801659150443479,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_2_3.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
24,6.095538095091454,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_48_6.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
25,54.344383634822286,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_15_1.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
26,0.9117311153352644,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_6_4.xyz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
27,4.425355123607402,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_11_3.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
28,0.6460514802781608,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_48_dcm_pbe0_adz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
29,0.5707406546132153,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_47_1.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
30,0.5916240649153762,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_6_dcm_pbe0_adz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
31,37.73048435501301,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_42_7.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
32,1.8009661757189437,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_51_dcm_pbe0_adz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
33,0.635110274015455,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_42_6.xyz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
34,36.0019631218921,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_28_7.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
35,1.5316450940967279,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_30_6.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
36,0.7186750563642215,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_48_2.xyz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
37,23.425353952699233,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_4_1.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
38,1.3772545872682935,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_20_2.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
39,0.9303040678200224,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_18_5.xyz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
40,0.6890205413834057,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_14_dcm_pbe0_adz_esp.pkl,train,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
41,0.8214668419040891,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_11_dcm_pbe0_adz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
42,1.4074209025032427,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_0_6.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
43,1.1323206737255098,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/gaussian_54_dcm_pbe0_adz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,scan
44,1.082792475280123,pkls/4e762cc9-d9c0-45be-94ba-712356136a8e/test_nms_46_6.xyz_esp.pkl,test,0.0,4e762cc9-d9c0-45be-94ba-712356136a8e,0.0,nms
