,rmse,pkl,class,alpha,uuid,l2,type
0,0.8475875524189853,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/gaussian_65_dcm_pbe0_adz_esp.pkl,test,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,scan
1,1.1151123080105918,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/gaussian_55_dcm_pbe0_adz_esp.pkl,train,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,scan
2,5.984794261433041,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/test_nms_26_8.xyz_esp.pkl,test,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,nms
3,1.0335818425231664,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/gaussian_28_dcm_pbe0_adz_esp.pkl,train,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,scan
4,1.039163968834053,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/test_nms_43_6.xyz_esp.pkl,train,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,nms
5,6.14146240470727,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/test_nms_6_8.xyz_esp.pkl,test,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,nms
6,0.8744715123465524,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/gaussian_18_dcm_pbe0_adz_esp.pkl,test,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,scan
7,1.0382391441481569,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/gaussian_24_dcm_pbe0_adz_esp.pkl,train,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,scan
8,0.9430934565542729,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/gaussian_27_dcm_pbe0_adz_esp.pkl,train,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,scan
9,0.5383038328818959,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/test_nms_30_5.xyz_esp.pkl,test,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,nms
10,0.8996025534604529,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/gaussian_23_dcm_pbe0_adz_esp.pkl,test,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,scan
11,0.8096605153467512,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/test_nms_16_4.xyz_esp.pkl,train,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,nms
12,0.8153685067967258,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/gaussian_50_dcm_pbe0_adz_esp.pkl,test,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,scan
13,1.0997881213526144,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/gaussian_20_dcm_pbe0_adz_esp.pkl,train,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,scan
14,0.6851521904348516,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/gaussian_68_dcm_pbe0_adz_esp.pkl,train,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,scan
15,0.5643078064235387,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/gaussian_16_dcm_pbe0_adz_esp.pkl,train,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,scan
16,0.7001511983266824,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/test_nms_28_4.xyz_esp.pkl,test,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,nms
17,0.8562056158591401,pkls/92e8245e-bde7-4eb4-ac74-153adfbcb78c/gaussian_64_dcm_pbe0_adz_esp.pkl,train,0.0,92e8245e-bde7-4eb4-ac74-153adfbcb78c,0.0,scan
