,rmses,filename
0,0.8240776734030046,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/gaussian_65_dcm_pbe0_adz_esp.pkl
1,0.9066363800346374,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/gaussian_55_dcm_pbe0_adz_esp.pkl
2,0.8242424090236108,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/test_nms_26_8.xyz_esp.pkl
3,0.9924087369893487,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/gaussian_28_dcm_pbe0_adz_esp.pkl
4,1.0311054124155767,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/test_nms_43_6.xyz_esp.pkl
5,0.669716217948732,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/test_nms_6_8.xyz_esp.pkl
6,0.9583199671899562,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/gaussian_18_dcm_pbe0_adz_esp.pkl
7,1.0017348313910144,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/gaussian_24_dcm_pbe0_adz_esp.pkl
8,0.8800869187409723,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/gaussian_27_dcm_pbe0_adz_esp.pkl
9,0.6789810767937281,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/test_nms_30_5.xyz_esp.pkl
10,0.8763360993722956,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/gaussian_23_dcm_pbe0_adz_esp.pkl
11,0.7206012131023806,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/test_nms_16_4.xyz_esp.pkl
12,0.7909864096532432,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/gaussian_50_dcm_pbe0_adz_esp.pkl
13,0.9758279625903623,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/gaussian_20_dcm_pbe0_adz_esp.pkl
14,0.7033575600326691,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/gaussian_68_dcm_pbe0_adz_esp.pkl
15,0.8882441634577894,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/gaussian_16_dcm_pbe0_adz_esp.pkl
16,0.758578098705991,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/test_nms_28_4.xyz_esp.pkl
17,1.032545247629319,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/gaussian_64_dcm_pbe0_adz_esp.pkl
18,1.019849409783374,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/gaussian_57_dcm_pbe0_adz_esp.pkl
19,0.9021695248033224,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/test_nms_7_2.xyz_esp.pkl
20,0.8732284196100933,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/test_nms_48_0.xyz_esp.pkl
21,0.7632282632673789,pkls/e48d052e-1a8e-4910-8b93-33f8436b771f/test_nms_19_4.xyz_esp.pkl
