,rmse,pkl,class,alpha,uuid,l2,type
0,0.8500064874607268,pkls/5e175098-9b0e-431f-976f-cce12d4d2bc4/gaussian_65_dcm_pbe0_adz_esp.pkl,train,0.0,5e175098-9b0e-431f-976f-cce12d4d2bc4,0.0,scan
1,1.1169869774357317,pkls/5e175098-9b0e-431f-976f-cce12d4d2bc4/gaussian_55_dcm_pbe0_adz_esp.pkl,test,0.0,5e175098-9b0e-431f-976f-cce12d4d2bc4,0.0,scan
2,1.68659882080741,pkls/5e175098-9b0e-431f-976f-cce12d4d2bc4/test_nms_26_8.xyz_esp.pkl,test,0.0,5e175098-9b0e-431f-976f-cce12d4d2bc4,0.0,nms
3,1.0332843334484465,pkls/5e175098-9b0e-431f-976f-cce12d4d2bc4/gaussian_28_dcm_pbe0_adz_esp.pkl,train,0.0,5e175098-9b0e-431f-976f-cce12d4d2bc4,0.0,scan
4,1.0394073959898873,pkls/5e175098-9b0e-431f-976f-cce12d4d2bc4/test_nms_43_6.xyz_esp.pkl,train,0.0,5e175098-9b0e-431f-976f-cce12d4d2bc4,0.0,nms
5,0.5188353944473112,pkls/5e175098-9b0e-431f-976f-cce12d4d2bc4/test_nms_6_8.xyz_esp.pkl,train,0.0,5e175098-9b0e-431f-976f-cce12d4d2bc4,0.0,nms
6,0.87265970253982,pkls/5e175098-9b0e-431f-976f-cce12d4d2bc4/gaussian_18_dcm_pbe0_adz_esp.pkl,test,0.0,5e175098-9b0e-431f-976f-cce12d4d2bc4,0.0,scan
7,1.0393725393294018,pkls/5e175098-9b0e-431f-976f-cce12d4d2bc4/gaussian_24_dcm_pbe0_adz_esp.pkl,train,0.0,5e175098-9b0e-431f-976f-cce12d4d2bc4,0.0,scan
8,0.9450368009601069,pkls/5e175098-9b0e-431f-976f-cce12d4d2bc4/gaussian_27_dcm_pbe0_adz_esp.pkl,test,0.0,5e175098-9b0e-431f-976f-cce12d4d2bc4,0.0,scan
9,0.5404553073557371,pkls/5e175098-9b0e-431f-976f-cce12d4d2bc4/test_nms_30_5.xyz_esp.pkl,test,0.0,5e175098-9b0e-431f-976f-cce12d4d2bc4,0.0,nms
