test0 -169.44013710290182
test1 -196.23124826726345
test2 -166.13967069573647
test3 -161.36880472960368
test4 -232.95597122048363
test5 -187.10824725485955
test6 -173.38421305609108
test7 -179.69235745143772
test8 -167.7223188421626
test9 -202.70437664981625
test10 -178.6316179366955
test11 -186.34924240911707
test12 -145.08401077771612
test13 -184.87485286172893
test14 -182.21972560109924
test15 -183.05291351002515
test16 -230.67447982294172
test17 -218.4159068710195
test18 -176.65685289462766
test19 -159.17861796329174
test20 -147.3400959134774
test21 -171.6616678308879
test22 -180.50134339865093
test23 -162.3237908835332
test24 -211.95436183671328
test25 -218.053501042413
test26 -165.8704060884284
test27 -183.63928614360074
test28 -192.38926468003297
test29 -196.87572945772612
test30 -252.8512313849797
test31 -171.94733771338093
test32 -198.06233219000276
test33 -187.61000490898994
test34 -205.73378473851997
test35 -201.5294068308086
test36 -194.71097762047697
test37 -182.77175362506057
test38 -218.49416236487053
test39 -189.90688562803436
test40 -208.59944832902798
test41 -198.0359388518434
test42 -236.7634989666306
test43 -189.66141577612657
test44 -171.86947310417136
test45 -188.9958955780524
test46 -202.95720290644053
test47 -180.71710898667877
test48 -204.37871669728668
test49 -225.49235596180839
test50 -192.73356214474012
test51 -191.73646623776858
test52 -176.95838473894625
test53 -188.87459683207214
test54 -151.13771680358164
test55 -211.78057665529136
test56 -212.2160257569087
test57 -165.66850672359845
test58 -174.71724887483865
test59 -173.20586545330303
test60 -195.0652115152483
test61 -188.34230061042408
test62 -149.94783087777057
test63 -206.67173561374338
test64 -173.76449993040305
test65 -166.54714561301728
test66 -196.68039834609874
test67 -225.72291908485096
test68 -184.61573574052312
test69 -234.17778263671238
test70 -178.2519022895511
test71 -194.57594471071775
test72 -188.171112405043
test73 -190.85096147454632
test74 -179.3239255640247
test75 -161.53431612198045
test76 -143.59868387936163
test77 -208.63598479984645
test78 -199.01927063060987
test79 -194.78181858672082
test80 -209.80258289490973
test81 -174.28720678976777
test82 -184.84041001128293
test83 -195.67461501397497
test84 -171.72494640176185
test85 -175.77499587571614
test86 -208.50587777961303
test87 -222.38991596539879
test88 -173.7365575165426
test89 -195.4559135056691
test90 -232.22102853490486
test91 -180.78390152393
test92 -158.10906663086948
test93 -172.49968127340458
test94 -235.3754217183851
test95 -180.13373936083383
test96 -196.71423776232353
test97 -205.29585384491492
test98 -177.51514174608334
test99 -215.4460956808331
test100 -176.61384033334392
test101 -185.2753207276765
test102 -207.6118028058005
test103 -152.7427226527676
test104 -191.62122494738782
test105 -175.8951826584892
test106 -187.8614499226158
test107 -190.86265497161946
test108 -200.15111034438885
test109 -184.1762699122719
test110 -220.6796912539263
test111 -202.91324603834573
test112 -192.64669114644067
test113 -152.9436557282507
test114 -202.33014073061946
test115 -201.32634370187472
test116 -192.6109341088157
test117 -163.25291207079326
test118 -155.65025012211842
test119 -176.5134063370849
test120 -185.98408017052213
test121 -219.5982728590579
test122 -190.47353071839987
test123 -160.05159818844868
test124 -199.08219528060948
test125 -192.7821621508028
test126 -175.25168760302057
test127 -203.34152431353937
test128 -183.81699186818494
test129 -187.77707781059897
test130 -207.67095912087828
test131 -204.05381320705524
test132 -160.57096104743678
test133 -199.61383263539324
test134 -178.91157349992915
test135 -183.2211393363135
test136 -155.80852041523391
test137 -147.34009591352748
test138 -188.91148590840686
test139 -196.56714916545155
test140 -168.29078291127254
test141 -194.0720389778691
test142 -197.82762480892973
test143 -157.2437524933663
test144 -154.0898511159319
test145 -188.82339548073824
test146 -183.18688491463527
test147 -191.25648010938792
test148 -175.44159714472605
test149 -189.3837178422951
test150 -194.31729676835735
test151 -221.98201108618846
test152 -199.20175212970727
test153 -206.40697153367321
test154 -197.95186826095417
test155 -168.43358804656367
test156 -238.76005649315874
test157 -161.45442676227444
test158 -203.96299164826672
test159 -169.44013710291364
test160 -177.26935374595544
test161 -209.24633355020867
test162 -148.54255928266946
test163 -216.09673547993074
test164 -176.92345586629378
test165 -189.1726746053533
test166 -236.99414727606344
test167 -187.88668031901165
test168 -162.1296899401197
test169 -164.05171059567056
test170 -191.83318095690237
test171 -186.31400032059773
test172 -203.10978483475495
test173 -175.40600579734416
test174 -235.29861125734013
test175 -179.827223545502
test176 -152.7280074286429
test177 -132.4002279232162
test178 -191.58468796117964
test179 -162.37223287520933
test180 -170.18248396005765
test181 -185.99596897554397
test182 -171.18539375570504
test183 -191.18717484212652
test184 -199.61327119663227
test185 -195.00834335033437
test186 -186.35242689990048
test187 -226.35583809636213
test188 -224.54168638332217
test189 -157.7198725147195
test190 -169.03208990025948
test191 -209.20165027931978
test192 -177.92238845452601
test193 -201.2965621577515
test194 -202.38290159744145
test195 -162.91042314627916
test196 -134.59780134015477
test197 -177.31573600174184
test198 -208.06177817578433
test199 -210.01851136921513
test200 -190.30626142178292
test201 -166.55624614280734
test202 -184.86815071706022
test203 -236.1190113630067
test204 -181.8413993056147
test205 -151.72629062365604
test206 -188.16465432058686
test207 -170.6520632715434
test208 -162.95890848928883
test209 -190.76738311389644
test210 -187.96745345000724
test211 -165.2887812570852
test212 -167.10372794489567
test213 -214.4074290953071
test214 -164.98898446345035
test215 -185.79010474446466
test216 -165.84602407386313
test217 -168.15401021172212
test218 -167.5531253024789
test219 -176.3715761806586
test220 -247.65251312334766
test221 -203.0554100834017
test222 -248.00787660193473
test223 -196.1960092012483
test224 -153.04353980051562
test225 -205.27231701035612
test226 -205.98282491712138
test227 -186.76738791785468
test228 -236.94847545058317
test229 -161.63863912845275
test230 -200.07104122110954
test231 -169.13034506486585
test232 -206.0109521579813
test233 -175.9589956760349
test234 -169.25230573157893
test235 -228.38368037954166
test236 -189.82463338617583
test237 -207.261868883198
test238 -200.91780358630544
test239 -193.97803581633738
test240 -220.10363915299956
test241 -198.99003197761337
test242 -159.48097860945256
test243 -169.0263254743001
test244 -195.60368612375973
test245 -186.52618957609567
test246 -208.8245713575426
test247 -149.62102745053875
test248 -201.4674263260501
test249 -211.65393057848328
test250 -204.22109801245492
test251 -170.34226331545847
test252 -197.28970901340884
test253 -162.5836387725411
test254 -165.98930571900078
test255 -183.71090397307393
test256 -166.46543143148844
test257 -200.75684030939945
test258 -169.15529664604645
test259 -210.92921552828813
test260 -174.3619685356269
test261 -201.46580726418762
test262 -168.17785092403972
test263 -200.29261574028126
test264 -179.13025898270598
test265 -222.64290916328838
test266 -190.8163593952779
test267 -226.466479993325
test268 -180.1789478808065
test269 -145.4272497598792
test270 -197.61371116894284
test271 -185.53155585170327
test272 -188.87161764152629
test273 -212.29752094503942
test274 -203.592361231639
test275 -182.68241887675254
test276 -184.33299392278744
test277 -202.6759468763751
test278 -174.73561855903858
test279 -170.2980569482144
test280 -210.72736545924113
test281 -190.814658661423
test282 -180.28254648026504
test283 -145.4272497598792
test284 -162.5836387725411
test285 -199.64486333508086
test286 -179.1188578173849
test287 -232.96902723944416
test288 -164.6366660651451
test289 -209.5894097590427
test290 -163.9934461333314
test291 -174.7482100130726
test292 -204.83147642526447
test293 -163.40606868845902
test294 -173.0890750122426
test295 -180.61141472721022
test296 -158.80256751210334
test297 -154.75869196297995
test298 -183.87713651620615
test299 -193.68753851696172
test300 -148.9903248071256
test301 -188.17912282135396
test302 -194.55852511447122
test303 -210.15405773141762
test304 -221.50178135612012
test305 -164.46124360431955
test306 -221.89794401155748
test307 -196.94820665687683
test308 -205.71167663495055
test309 -181.06036225735625
test310 -183.1168557977395
test311 -191.2453565349708
test312 -212.10011344090563
test313 -185.81224919136406
test314 -170.0557421825931
test315 -166.95979941868396
test316 -212.58327696664549
test317 -179.59979452787658
test318 -167.4300702769558
test319 -185.852623263936
test320 -171.5354319835448
test321 -156.48112431585798
test322 -178.16518366913698
test323 -145.5605014238538
test324 -145.6624538500024
test325 -205.91874057983446
test326 -180.4792737360109
test327 -156.34758777783884
test328 -209.6173598560591
test329 -168.3134958609476
test330 -180.4797550032856
test331 -167.9218150641503
test332 -191.2053377852089
test333 -165.96470338288495
test334 -182.05681637335346
test335 -158.75470301372292
test336 -216.87712517887897
test337 -197.50336628213543
test338 -168.56675182830045
test339 -172.60965854447582
test340 -163.79879816575144
test341 -183.94233208052623
test342 -191.64447844443174
test343 -200.78495215223077
test344 -185.44920923593284
test345 -182.90834279498796
test346 -179.13380781246894
test347 -213.75535977294984
test348 -174.94030135478712
test349 -200.2323739437959
test350 -197.1133930936466
test351 -176.03156536306446
test352 -183.9661534737395
test353 -232.87152462589873
test354 -159.8304590986483
test355 -172.51626555441132
test356 -184.9276099693334
test357 -175.7891887338285
test358 -120.22643111114495
test359 -181.64423729045689
test360 -173.01561423098258
test361 -192.93882721237313
test362 -178.22021462773034
test363 -206.02528007675622
test364 -229.04659412206263
test365 -146.246457957176
test366 -136.95429003712326
test367 -166.45158704989174
test368 -186.9752551772144
test369 -169.54707325374198
test370 -171.02370157553537
test371 -175.53487450567704
